,Position,Driver,Car,Time / Gap,Laps
5,1,Michael Schumacher,Ferrari,1:24.751,4
35,2,Alexander Wurz,Williams Cosworth,+0.381s,19
38,3,Robert Kubica,Sauber BMW,+1.191s,24
36,4,Anthony Davidson,Honda,+1.261s,27
8,5,Jarno Trulli,Toyota,+1.666s,7
37,6,Robert Doornbos,RBR Ferrari,+1.747s,18
6,7,Felipe Massa,Ferrari,+1.845s,4
14,8,David Coulthard,RBR Ferrari,+1.927s,7
3,9,Kimi Räikkönen,McLaren Mercedes,+2.187s,5
19,10,Christijan Albers,MF1 Toyota,+3.297s,13
21,11,Scott Speed,STR Cosworth,+3.747s,6
39,12,Giorgio Mondini,MF1 Toyota,+4.218s,20
15,13,Christian Klien,RBR Ferrari,+4.355s,6
40,14,Neel Jani,STR Cosworth,+4.944s,13
18,15,Tiago Monteiro,MF1 Toyota,+4.946s,13
20,16,Vitantonio Liuzzi,STR Cosworth,+5.597s,6
22,17,Takuma Sato,Super Aguri Honda,+6.466s,17
23,18,Yuji Ide,Super Aguri Honda,+6.731s,17
1,19,Fernando Alonso,Renault,,3
7,20,Ralf Schumacher,Toyota,,1
2,21,Giancarlo Fisichella,Renault,,2
4,22,Juan Pablo Montoya,McLaren Mercedes,,1
16,23,Nick Heidfeld,Sauber BMW,,1
17,24,Jacques Villeneuve,Sauber BMW,,1
11,25,Rubens Barrichello,Honda,,1
