,Position,Driver,Car,Laps,Time,Points
5,1,Michael Schumacher,Ferrari,62,1:31:06.486,10
1,2,Fernando Alonso,Renault,62,+2.096s,8
4,3,Juan Pablo Montoya,McLaren Mercedes,62,+15.868s,6
6,4,Felipe Massa,Ferrari,62,+17.096s,5
3,5,Kimi Räikkönen,McLaren Mercedes,62,+17.524s,4
9,6,Mark Webber,Williams Cosworth,62,+37.739s,3
12,7,Jenson Button,Honda,62,+39.635s,2
2,8,Giancarlo Fisichella,Renault,62,+40.200s,1
7,9,Ralf Schumacher,Toyota,62,+45.511s,0
11,10,Rubens Barrichello,Honda,62,+77.851s,0
10,11,Nico Rosberg,Williams Cosworth,62,+79.675s,0
17,12,Jacques Villeneuve,Sauber BMW,62,+82.370s,0
16,13,Nick Heidfeld,Sauber BMW,61,+1 lap,0
20,14,Vitantonio Liuzzi,STR Cosworth,61,+1 lap,0
21,15,Scott Speed,STR Cosworth,61,+1 lap,0
18,16,Tiago Monteiro,MF1 Toyota,60,+2 laps,0
14,NC,David Coulthard,RBR Ferrari,47,DNF,0
22,NC,Takuma Sato,Super Aguri Honda,44,DNF,0
15,NC,Christian Klien,RBR Ferrari,40,DNF,0
23,NC,Yuji Ide,Super Aguri Honda,23,DNF,0
8,NC,Jarno Trulli,Toyota,5,DNF,0
19,NC,Christijan Albers,MF1 Toyota,0,DNF,0
