,Position,Driver,Car,Time
21,1,Emanuele Pirro,Dallara Judd,1:23.244
6,1,Riccardo Patrese,Williams Renault,1:19.837
5,2,Nigel Mansell,Williams Renault,1:20.225
22,2,Jyrki Jarvilehto,Dallara Judd,1:23.480
1,3,Ayrton Senna,McLaren Honda,1:20.318
33,3,Andrea de Cesaris,Jordan Ford,1:23.672
27,4,Alain Prost,Ferrari,1:20.656
32,4,Bertrand Gachot,Jordan Ford,1:23.719
14,5,Olivier Grouillard,Fondmetal Ford,1:24.795
19,5,Roberto Moreno,Benetton Ford,1:20.686
34,6,Nicola Larini,Lambo Lamborghini,1:25.736
2,6,Gerhard Berger,McLaren Honda,1:20.916
28,7,Jean Alesi,Ferrari,1:21.227
35,7,Eric van de Poele,Lambo Lamborghini,1:26.900
31,8,Pedro Chaves,Coloni Ford,1:34.475
20,8,Nelson Piquet,Benetton Ford,1:21.241
4,9,Stefano Modena,Tyrrell Honda,1:21.298
3,12,Satoru Nakajima,Tyrrell Honda,1:22.262
16,13,Ivan Capelli,Leyton House Ilmor,1:22.443
24,15,Gianni Morbidelli,Minardi Ferrari,1:22.993
25,16,Thierry Boutsen,Ligier Lamborghini,1:23.040
23,18,Pierluigi Martini,Minardi Ferrari,1:23.125
29,19,Eric Bernard,Lola Ford,1:23.260
7,20,Martin Brundle,Brabham Yamaha,1:23.516
9,21,Michele Alboreto,Footwork Porsche,1:23.529
30,22,Aguri Suzuki,Lola Ford,1:23.585
15,23,Mauricio Gugelmin,Leyton House Ilmor,1:23.650
11,24,Mika Hakkinen,Lotus Judd,1:23.923
10,25,Stefan Johansson,Footwork Porsche,1:24.433
26,26,Erik Comas,Ligier Lamborghini,1:24.460
18,27,Fabrizio Barbazza,AGS Ford,1:24.491
17,28,Gabriele Tarquini,AGS Ford,1:24.653
8,29,Mark Blundell,Brabham Yamaha,1:24.661
12,30,Johnny Herbert,Lotus Judd,1:24.732
