,Position,Driver,Car,Laps,Time,Points
20,1,Nelson Piquet,Benetton Ford,69,1:38:51.490,10
4,2,Stefano Modena,Tyrrell Honda,69,+31.832s,6
6,3,Riccardo Patrese,Williams Renault,69,+42.217s,4
33,4,Andrea de Cesaris,Jordan Ford,69,+80.210s,3
32,5,Bertrand Gachot,Jordan Ford,69,+82.351s,2
5,6,Nigel Mansell,Williams Renault,68,DNF,1
23,7,Pierluigi Martini,Minardi Ferrari,68,+1 lap,0
26,8,Erik Comas,Ligier Lamborghini,68,+1 lap,0
21,9,Emanuele Pirro,Dallara Judd,68,+1 lap,0
3,10,Satoru Nakajima,Tyrrell Honda,67,+2 laps,0
15,NC,Mauricio Gugelmin,Leyton House Ilmor,61,DNF,0
22,NC,Jyrki Jarvilehto,Dallara Judd,50,DNF,0
10,NC,Stefan Johansson,Footwork Porsche,48,DNF,0
16,NC,Ivan Capelli,Leyton House Ilmor,42,DNF,0
28,NC,Jean Alesi,Ferrari,34,DNF,0
29,NC,Eric Bernard,Lola Ford,29,DNF,0
27,NC,Alain Prost,Ferrari,27,DNF,0
25,NC,Thierry Boutsen,Ligier Lamborghini,27,DNF,0
1,NC,Ayrton Senna,McLaren Honda,25,DNF,0
11,NC,Mika Hakkinen,Lotus Judd,21,DNF,0
7,NC,Martin Brundle,Brabham Yamaha,21,DNF,0
24,NC,Gianni Morbidelli,Minardi Ferrari,20,DNF,0
19,NC,Roberto Moreno,Benetton Ford,10,DNF,0
2,NC,Gerhard Berger,McLaren Honda,4,DNF,0
30,NC,Aguri Suzuki,Lola Ford,3,DNF,0
9,NC,Michele Alboreto,Footwork Porsche,2,DNF,0
