,Position,Driver,Car,Laps,Time,Points
27,1,Alan  Jones,Williams Ford,72,1:52:06.892,9
12,2,Gilles Villeneuve,Ferrari,72,+1.080s,6
28,3,Clay Regazzoni,Williams Ford,72,+73.656s,4
11,4,Jody Scheckter,Ferrari,71,+1 lap,3
3,5,Didier Pironi,Tyrrell Ford,71,+1 lap,2
7,6,John Watson,McLaren Ford,70,+2 laps,1
5,7,Ricardo Zunino,Brabham Ford,68,+4 laps,0
14,8,Emerson Fittipaldi,Fittipaldi Ford,67,+5 laps,0
17,9,Jan Lammers,Shadow Ford,67,+5 laps,0
1,10,Mario Andretti,Lotus Ford,66,DNF,0
6,NC,Nelson Piquet,Brabham Ford,61,DNF,0
36,NC,Vittorio Brambilla,Alfa Romeo,52,DNF,0
25,NC,Jacky Ickx,Ligier Ford,47,DNF,0
4,NC,Jean-Pierre Jarier,Tyrrell Ford,33,DNF,0
33,NC,Derek Daly,Tyrrell Ford,28,DNF,0
31,NC,Hector Rebaque,Rebaque Ford,26,DNF,0
18,NC,Elio de Angelis,Shadow Ford,24,DNF,0
15,NC,Jean-Pierre Jabouille,Renault,24,DNF,0
2,NC,Carlos Reutemann,Lotus Ford,23,DNF,0
29,NC,Riccardo Patrese,Arrows Ford,20,DNF,0
8,NC,Patrick Tambay,McLaren Ford,19,DNF,0
16,NC,Rene Arnoux,Renault,14,DNF,0
9,NC,Hans-Joachim Stuck,ATS Ford,14,DNF,0
26,NC,Jacques Laffite,Ligier Ford,10,DNF,0
