,Position,Driver,Car,Laps,Time,Points
4,1,David Coulthard,McLaren Mercedes,71,1:39:00.834,10
1,2,Michael Schumacher,Ferrari,71,+16.164s,6
16,3,Nick Heidfeld,Sauber Petronas,70,+1 lap,4
9,4,Olivier Panis,BAR Honda,70,+1 lap,3
12,5,Jarno Trulli,Jordan Honda,70,+1 lap,2
7,6,Giancarlo Fisichella,Benetton Renault,70,+1 lap,1
10,7,Jacques Villeneuve,BAR Honda,70,+1 lap,0
22,8,Jean Alesi,Prost Acer,70,+1 lap,0
20,9,Tarso Marques,Minardi European,68,+3 laps,0
8,10,Jenson Button,Benetton Renault,64,+7 laps,0
11,11,Heinz-Harald Frentzen,Jordan Honda,63,DNF,0
17,NC,Kimi Räikkönen,Sauber Petronas,55,DNF,0
23,NC,Gaston Mazzacane,Prost Acer,54,DNF,0
5,NC,Ralf Schumacher,Williams BMW,54,DNF,0
18,NC,Eddie Irvine,Jaguar Cosworth,52,DNF,0
6,NC,Juan Pablo Montoya,Williams BMW,38,DNF,0
14,NC,Jos Verstappen,Arrows Asiatech,37,DNF,0
19,NC,Luciano Burti,Jaguar Cosworth,30,DNF,0
21,NC,Fernando Alonso,Minardi European,25,DNF,0
15,NC,Enrique Bernoldi,Arrows Asiatech,15,DNF,0
2,NC,Rubens Barrichello,Ferrari,2,DNF,0
3,NC,Mika Hakkinen,McLaren Mercedes,0,DNF,0
