,Position,Driver,Car,Time
5,1,Mario Andretti,Lotus Ford,1:12.210
1,2,James Hunt,McLaren Ford,1:12.730
6,3,Gunnar Nilsson,Lotus Ford,1:12.790
7,4,John Watson,Brabham Alfa Romeo,1:12.830
26,5,Jacques Laffite,Ligier Matra,1:13.300
12,6,Carlos Reutemann,Ferrari,1:13.360
2,7,Jochen Mass,McLaren Ford,1:13.410
20,8,Jody Scheckter,Wolf Ford,1:13.450
11,9,Niki Lauda,Ferrari,1:13.520
17,10,Alan  Jones,Shadow Ford,1:13.560
19,11,Vittorio Brambilla,Surtees Ford,1:13.610
4,12,Patrick Depailler,Tyrrell Ford,1:13.660
8,13,Hans-Joachim Stuck,Brabham Alfa Romeo,1:13.670
24,14,Rupert Keegan,Hesketh Ford,1:13.710
16,15,Riccardo Patrese,Shadow Ford,1:13.870
22,16,Clay Regazzoni,Ensign Ford,1:13.900
3,17,Ronnie Peterson,Tyrrell Ford,1:13.920
37,18,Arturo Merzario,March Ford,1:13.920
34,19,Jean-Pierre Jarier,Penske Ford,1:14.170
10,20,Ian Scheckter,March Ford,1:14.240
31,21,David Purley,LEC Ford,1:14.390
28,22,Emerson Fittipaldi,Fittipaldi Ford,1:14.450
