,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:46.435,23
6,2,Nico Rosberg,Mercedes,+0.377s,32
77,3,Valtteri Bottas,Williams Mercedes,+0.661s,34
14,4,Fernando Alonso,McLaren Honda,+1.554s,21
5,5,Sebastian Vettel,Ferrari,+2.192s,26
11,6,Sergio Perez,Force India Mercedes,+2.487s,17
22,7,Jenson Button,McLaren Honda,+2.584s,21
19,8,Felipe Massa,Williams Mercedes,+2.690s,22
55,9,Carlos Sainz,Toro Rosso Ferrari,+2.832s,16
27,10,Nico Hulkenberg,Force India Mercedes,+2.866s,27
8,11,Romain Grosjean,Haas Ferrari,+3.176s,20
7,12,Kimi Räikkönen,Ferrari,+3.200s,16
3,13,Daniel Ricciardo,Red Bull Racing TAG Heuer,+3.343s,17
21,14,Esteban Gutierrez ,Haas Ferrari,+3.732s,25
9,15,Marcus Ericsson,Sauber Ferrari,+4.038s,18
33,16,Max Verstappen,Red Bull Racing TAG Heuer,+4.050s,7
26,17,Daniil Kvyat,Toro Rosso Ferrari,+4.116s,19
30,18,Jolyon Palmer,Renault,+4.475s,25
20,19,Kevin Magnussen,Renault,+4.504s,27
94,20,Pascal Wehrlein,MRT Mercedes,+4.784s,24
12,21,Felipe Nasr,Sauber Ferrari,+5.336s,11
88,22,Rio Haryanto,MRT Mercedes,+5.490s,28
