,Position,Driver,Car,Laps,Time,Points
6,1,Nico Rosberg,Mercedes,51,1:32:52.366,25
5,2,Sebastian Vettel,Ferrari,51,+16.696s,18
11,3,Sergio Perez,Force India Mercedes,51,+25.241s,15
7,4,Kimi Räikkönen,Ferrari,51,+33.102s,12
44,5,Lewis Hamilton,Mercedes,51,+56.335s,10
77,6,Valtteri Bottas,Williams Mercedes,51,+60.886s,8
3,7,Daniel Ricciardo,Red Bull Racing TAG Heuer,51,+69.229s,6
33,8,Max Verstappen,Red Bull Racing TAG Heuer,51,+70.696s,4
27,9,Nico Hulkenberg,Force India Mercedes,51,+77.708s,2
19,10,Felipe Massa,Williams Mercedes,51,+85.375s,1
22,11,Jenson Button,McLaren Honda,51,+104.817s,0
12,12,Felipe Nasr,Sauber Ferrari,50,+1 lap,0
8,13,Romain Grosjean,Haas Ferrari,50,+1 lap,0
20,14,Kevin Magnussen,Renault,50,+1 lap,0
30,15,Jolyon Palmer,Renault,50,+1 lap,0
21,16,Esteban Gutierrez ,Haas Ferrari,50,+1 lap,0
9,17,Marcus Ericsson,Sauber Ferrari,50,+1 lap,0
88,18,Rio Haryanto,MRT Mercedes,49,+2 laps,0
14,NC,Fernando Alonso,McLaren Honda,42,DNF,0
94,NC,Pascal Wehrlein,MRT Mercedes,39,DNF,0
55,NC,Carlos Sainz,Toro Rosso Ferrari,31,DNF,0
26,NC,Daniil Kvyat,Toro Rosso Ferrari,6,DNF,0
