,Position,Driver,Car,Lap,Time,Avg Speed
2,1,Mark Webber,Red Bull Racing Renault,51,1:15.436,205.636
3,2,Fernando Alonso,Ferrari,50,1:15.496,205.473
1,3,Sebastian Vettel,Red Bull Racing Renault,51,1:15.624,205.125
15,4,Adrian Sutil,Force India Mercedes,57,1:16.049,203.979
6,5,Sergio Perez,McLaren Mercedes,50,1:16.246,203.451
9,6,Nico Rosberg,Mercedes,60,1:16.442,202.930
5,7,Jenson Button,McLaren Mercedes,52,1:16.450,202.909
4,8,Felipe Massa,Ferrari,49,1:16.470,202.856
12,9,Esteban Gutierrez ,Sauber Ferrari,59,1:16.528,202.702
10,10,Lewis Hamilton,Mercedes,51,1:16.692,202.268
18,11,Jean-Eric Vergne,STR Ferrari,49,1:16.790,202.010
11,12,Nico Hulkenberg,Sauber Ferrari,49,1:16.802,201.979
17,13,Valtteri Bottas,Williams Renault,43,1:16.840,201.879
14,14,Paul di Resta,Force India Mercedes,58,1:16.855,201.839
19,15,Daniel Ricciardo,STR Ferrari,45,1:16.974,201.527
7,16,Heikki Kovalainen,Lotus Renault,70,1:17.249,200.810
23,17,Max Chilton,Marussia Cosworth,68,1:17.281,200.727
16,18,Pastor Maldonado,Williams Renault,45,1:17.554,200.020
21,19,Giedo van der Garde,Caterham Renault,51,1:17.590,199.927
22,20,Jules Bianchi,Marussia Cosworth,67,1:17.717,199.601
20,21,Charles Pic,Caterham Renault,27,1:18.434,197.776
8,22,Romain Grosjean,Lotus Renault,2,1:20.898,191.752
