,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:25.381,1:26.420,1:26.479,23
9,2,Nico Rosberg,Mercedes,1:25.556,1:26.626,1:27.102,22
3,3,Fernando Alonso,Ferrari,1:26.656,1:26.590,1:27.539,21
2,4,Mark Webber,Red Bull Racing Renault,1:26.689,1:26.963,1:27.572,23
10,5,Lewis Hamilton,Mercedes,1:25.342,1:26.698,1:27.677,23
8,6,Romain Grosjean,Lotus Renault,1:26.453,1:26.161,1:27.737,22
19,7,Daniel Ricciardo,STR Ferrari,1:27.209,1:27.078,1:28.052,24
18,8,Jean-Eric Vergne,STR Ferrari,1:27.124,1:27.363,1:28.081,25
4,9,Felipe Massa,Ferrari,1:26.817,1:27.049,1:28.109,20
11,10,Nico Hulkenberg,Sauber Ferrari,1:26.071,1:27.441,1:29.582,21
7,11,Heikki Kovalainen,Lotus Renault,1:26.266,1:27.456,,21
14,12,Paul di Resta,Force India Mercedes,1:26.275,1:27.798,,16
17,13,Valtteri Bottas,Williams Renault,1:26.790,1:27.954,,16
6,14,Sergio Perez,McLaren Mercedes,1:26.741,1:28.269,,15
5,15,Jenson Button,McLaren Mercedes,1:26.398,1:28.308,,15
15,16,Adrian Sutil,Force India Mercedes,1:26.874,1:28.586,,19
16,17,Pastor Maldonado,Williams Renault,1:27.367,,,12
12,18,Esteban Gutierrez ,Sauber Ferrari,1:27.445,,,14
20,19,Charles Pic,Caterham Renault,1:27.843,,,6
21,20,Giedo van der Garde,Caterham Renault,1:28.320,,,6
22,21,Jules Bianchi,Marussia Cosworth,1:28.366,,,11
23,22,Max Chilton,Marussia Cosworth,1:28.950,,,11
