,Position,Driver,Car,Laps,Time,Points
1,1,Sebastian Vettel,Red Bull Racing Renault,71,1:32:36.300,25
2,2,Mark Webber,Red Bull Racing Renault,71,+10.452s,18
3,3,Fernando Alonso,Ferrari,71,+18.913s,15
5,4,Jenson Button,McLaren Mercedes,71,+37.360s,12
9,5,Nico Rosberg,Mercedes,71,+39.048s,10
6,6,Sergio Perez,McLaren Mercedes,71,+44.051s,8
4,7,Felipe Massa,Ferrari,71,+49.110s,6
11,8,Nico Hulkenberg,Sauber Ferrari,71,+64.252s,4
10,9,Lewis Hamilton,Mercedes,71,+72.903s,2
19,10,Daniel Ricciardo,STR Ferrari,70,+1 lap,1
14,11,Paul di Resta,Force India Mercedes,70,+1 lap,0
12,12,Esteban Gutierrez ,Sauber Ferrari,70,+1 lap,0
15,13,Adrian Sutil,Force India Mercedes,70,+1 lap,0
7,14,Heikki Kovalainen,Lotus Renault,70,+1 lap,0
18,15,Jean-Eric Vergne,STR Ferrari,70,+1 lap,0
16,16,Pastor Maldonado,Williams Renault,70,+1 lap,0
22,17,Jules Bianchi,Marussia Cosworth,69,+2 laps,0
21,18,Giedo van der Garde,Caterham Renault,69,+2 laps,0
23,19,Max Chilton,Marussia Cosworth,69,+2 laps,0
20,NC,Charles Pic,Caterham Renault,58,DNF,0
17,NC,Valtteri Bottas,Williams Renault,45,DNF,0
8,NC,Romain Grosjean,Lotus Renault,2,DNF,0
