,Position,Driver,Car,Time / Gap,Laps
10,1,Juan Pablo Montoya,McLaren Mercedes,1:16.197,16
6,2,Giancarlo Fisichella,Renault,+0.206s,12
17,3,Ralf Schumacher,Toyota,+0.311s,16
5,4,Fernando Alonso,Renault,+0.316s,12
1,5,Michael Schumacher,Ferrari,+0.606s,14
9,6,Kimi Räikkönen,McLaren Mercedes,+0.678s,15
8,7,Nick Heidfeld,Williams BMW,+0.738s,12
14,8,David Coulthard,RBR Cosworth,+0.983s,13
2,9,Rubens Barrichello,Ferrari,+1.278s,12
7,10,Mark Webber,Williams BMW,+1.868s,8
16,11,Jarno Trulli,Toyota,+2.018s,12
15,12,Vitantonio Liuzzi,RBR Cosworth,+2.062s,15
11,13,Jacques Villeneuve,Sauber Petronas,+2.443s,9
20,14,Patrick Friesacher ,Minardi Cosworth,+3.074s,13
18,15,Tiago Monteiro,Jordan Toyota,+4.018s,15
19,16,Narain Karthikeyan,Jordan Toyota,+4.151s,18
21,17,Christijan Albers,Minardi Cosworth,+5.366s,18
12,18,Felipe Massa,Sauber Petronas,,1
