,Position,Driver,Car,Laps,Time,Points
9,1,Kimi Räikkönen,McLaren Mercedes,78,1:45:15.556,10
8,2,Nick Heidfeld,Williams BMW,78,+13.877s,8
7,3,Mark Webber,Williams BMW,78,+18.484s,6
5,4,Fernando Alonso,Renault,78,+36.487s,5
10,5,Juan Pablo Montoya,McLaren Mercedes,78,+36.647s,4
17,6,Ralf Schumacher,Toyota,78,+37.177s,3
1,7,Michael Schumacher,Ferrari,78,+37.223s,2
2,8,Rubens Barrichello,Ferrari,78,+37.570s,1
12,9,Felipe Massa,Sauber Petronas,77,+1 lap,0
16,10,Jarno Trulli,Toyota,77,+1 lap,0
11,11,Jacques Villeneuve,Sauber Petronas,77,+1 lap,0
6,12,Giancarlo Fisichella,Renault,77,+1 lap,0
18,13,Tiago Monteiro,Jordan Toyota,75,+3 laps,0
21,14,Christijan Albers,Minardi Cosworth,73,+5 laps,0
15,NC,Vitantonio Liuzzi,RBR Cosworth,59,DNF,0
20,NC,Patrick Friesacher ,Minardi Cosworth,29,DNF,0
14,NC,David Coulthard,RBR Cosworth,23,DNF,0
19,NC,Narain Karthikeyan,Jordan Toyota,18,DNF,0
