,Position,Driver,Car,Time / Gap,Laps
10,1,Juan Pablo Montoya,McLaren Mercedes,1:17.152,14
5,2,Fernando Alonso,Renault,+0.149s,14
37,3,Christian Klien,RBR Cosworth,+0.359s,21
1,4,Michael Schumacher,Ferrari,+0.488s,16
6,5,Giancarlo Fisichella,Renault,+0.717s,19
35,6,Alexander Wurz,McLaren Mercedes,+0.907s,26
7,7,Mark Webber,Williams BMW,+1.092s,18
17,8,Ralf Schumacher,Toyota,+1.330s,14
14,9,David Coulthard,RBR Cosworth,+1.517s,15
2,10,Rubens Barrichello,Ferrari,+1.686s,16
8,11,Nick Heidfeld,Williams BMW,+1.707s,17
9,12,Kimi Räikkönen,McLaren Mercedes,+1.903s,16
16,13,Jarno Trulli,Toyota,+2.103s,13
11,14,Jacques Villeneuve,Sauber Petronas,+2.603s,20
15,15,Vitantonio Liuzzi,RBR Cosworth,+2.692s,21
12,16,Felipe Massa,Sauber Petronas,+3.028s,15
38,17,Ricardo Zonta,Toyota,+3.827s,21
39,18,Robert Doornbos,Jordan Toyota,+4.359s,28
20,19,Patrick Friesacher ,Minardi Cosworth,+4.816s,17
18,20,Tiago Monteiro,Jordan Toyota,+5.236s,25
19,21,Narain Karthikeyan,Jordan Toyota,+6.369s,20
21,22,Christijan Albers,Minardi Cosworth,+8.512s,17
