,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Michael Schumacher,Ferrari,40,1:15.842,158.540
9,2,Kimi Räikkönen,McLaren Mercedes,41,1:15.921,158.375
5,3,Fernando Alonso,Renault,19,1:16.600,156.971
6,4,Giancarlo Fisichella,Renault,20,1:16.776,156.611
16,5,Jarno Trulli,Toyota,38,1:16.812,156.538
2,6,Rubens Barrichello,Ferrari,51,1:16.916,156.326
7,7,Mark Webber,Williams BMW,77,1:16.971,156.214
17,8,Ralf Schumacher,Toyota,11,1:17.070,156.014
8,9,Nick Heidfeld,Williams BMW,15,1:17.159,155.834
10,10,Juan Pablo Montoya,McLaren Mercedes,50,1:17.403,155.342
11,11,Jacques Villeneuve,Sauber Petronas,17,1:17.482,155.184
14,12,David Coulthard,RBR Cosworth,15,1:17.693,154.762
12,13,Felipe Massa,Sauber Petronas,16,1:17.799,154.552
15,14,Vitantonio Liuzzi,RBR Cosworth,43,1:18.030,154.094
20,15,Patrick Friesacher ,Minardi Cosworth,19,1:19.037,152.131
21,16,Christijan Albers,Minardi Cosworth,22,1:20.237,149.856
18,17,Tiago Monteiro,Jordan Toyota,12,1:20.747,148.909
19,18,Narain Karthikeyan,Jordan Toyota,14,1:22.019,146.600
