,Position,Driver,Car,Time,Laps
9,1,Kimi Räikkönen,McLaren Mercedes,2:30.323,6
5,2,Fernando Alonso,Renault,2:30.406,6
7,3,Mark Webber,Williams BMW,2:31.656,6
6,4,Giancarlo Fisichella,Renault,2:32.100,6
16,5,Jarno Trulli,Toyota,2:32.590,6
8,6,Nick Heidfeld,Williams BMW,2:32.883,6
14,7,David Coulthard,RBR Cosworth,2:33.867,6
1,8,Michael Schumacher,Ferrari,2:34.736,6
11,9,Jacques Villeneuve,Sauber Petronas,2:34.936,6
2,10,Rubens Barrichello,Ferrari,2:34.983,6
12,11,Felipe Massa,Sauber Petronas,2:35.120,6
15,12,Vitantonio Liuzzi,RBR Cosworth,2:37.152,6
20,13,Patrick Friesacher ,Minardi Cosworth,2:40.810,6
21,14,Christijan Albers,Minardi Cosworth,2:42.206,6
18,15,Tiago Monteiro,Jordan Toyota,2:43.078,6
19,16,Narain Karthikeyan,Jordan Toyota,2:43.442,6
17,17,Ralf Schumacher,Toyota,,3
10,18,Juan Pablo Montoya,McLaren Mercedes,1:14.858,3
