,Position,Driver,Car,Time
38,1,Juan Manuel Fangio,Alfa Romeo,1:53.200
34,2,Nino Farina,Alfa Romeo,1:53.900
2,3,Alberto Ascari,Ferrari,1:55.100
6,4,Jose Froilan Gonzalez,Talbot-Lago,1:55.900
4,5,Luigi  Villoresi,Ferrari,1:57.900
8,6,Piero  Taruffi,Ferrari,1:58.200
40,7,Felice  Bonetto,Alfa Romeo,1:58.300
30,8,Reg  Parnell,BRM,2:02.200
36,9,Toulo de Graffenried,Alfa Romeo,2:05.200
32,10,Ken Richardson,BRM,2:05.600
48,11,Andre  Simon,Simca-Gordini,2:08.000
50,12,Maurice  Trintignant,Simca-Gordini,2:08.900
46,13,Robert  Manzon,Simca-Gordini,2:09.000
24,14,Yves Giraud-Cabantous,Talbot-Lago,2:09.300
18,15,Louis  Rosier,Talbot-Lago,2:10.800
12,16,Chico Landi,Ferrari,2:11.200
20,17,Louis  Chiron,Talbot-Lago,2:12.100
44,18,Franco  Rol,OSCA,2:13.400
16,19,Peter  Whitehead,Ferrari,2:16.200
22,20,Pierre  Levegh,Talbot-Lago,2:16.500
26,21,Johnny Claes,Talbot-Lago,2:18.600
28,22,Jacques Swaters,Talbot-Lago,2:18.800
