,Position,Driver,Car,Laps,Time,Points
2,1,Alberto Ascari,Ferrari,80,2:42:39.300,8
6,2,Jose Froilan Gonzalez,Ferrari,80,+44.600s,6
40,3,Nino Farina,Alfa Romeo,79,+1 lap,3
4,4,Luigi  Villoresi,Ferrari,79,+1 lap,3
8,5,Piero  Taruffi,Ferrari,78,+2 laps,2
48,6,Andre  Simon,Simca-Gordini,74,+6 laps,0
18,7,Louis  Rosier,Talbot-Lago,73,+7 laps,0
24,8,Yves Giraud-Cabantous,Talbot-Lago,72,+8 laps,0
44,9,Franco  Rol,OSCA,67,+13 laps,0
38,NC,Juan Manuel Fangio,Alfa Romeo,39,DNF,0
50,NC,Maurice  Trintignant,Simca-Gordini,29,DNF,0
46,NC,Robert  Manzon,Simca-Gordini,29,DNF,0
20,NC,Louis  Chiron,Talbot-Lago,23,DNF,0
22,NC,Pierre  Levegh,Talbot-Lago,9,DNF,0
28,NC,Jacques Swaters,Talbot-Lago,7,DNF,0
34,NC,Nino Farina,Alfa Romeo,6,DNF,0
26,NC,Johnny Claes,Talbot-Lago,4,DNF,0
36,NC,Toulo de Graffenried,Alfa Romeo,1,DNF,0
16,NC,Peter  Whitehead,Ferrari,1,DNF,0
12,NC,Chico Landi,Ferrari,1,DNF,0
