,Position,Driver,Car,Laps,Time,Points
1,1,Mika Hakkinen,McLaren Mercedes,72,1:36:03.785,10
3,2,Michael Schumacher,Ferrari,72,+4.925s,6
8,3,Heinz-Harald Frentzen,Jordan Mugen Honda,71,DNF,4
6,4,Ralf Schumacher,Williams Supertec,71,+1 lap,3
4,5,Eddie Irvine,Ferrari,71,+1 lap,2
18,6,Olivier Panis,Prost Peugeot,71,+1 lap,1
10,7,Alexander Wurz,Benetton Playlife,70,+2 laps,0
15,8,Toranosuke Takagi,Arrows,69,+3 laps,0
21,9,Marc Gene,Minardi Ford,69,+3 laps,0
14,NC,Pedro de la Rosa,Arrows,52,DNF,0
22,NC,Jacques Villeneuve,BAR Supertec,49,DNF,0
5,NC,Alessandro Zanardi,Williams Supertec,43,DNF,0
16,NC,Rubens Barrichello,Stewart Ford,42,DNF,0
12,NC,Pedro Diniz,Sauber Petronas,42,DNF,0
9,NC,Giancarlo Fisichella,Benetton Playlife,38,DNF,0
20,NC,Stephane Sarrazin,Minardi Ford,31,DNF,0
11,NC,Jean Alesi,Sauber Petronas,27,DNF,0
2,NC,David Coulthard,McLaren Mercedes,22,DNF,0
19,NC,Jarno Trulli,Prost Peugeot,21,DNF,0
17,NC,Johnny Herbert,Stewart Ford,15,DNF,0
7,NC,Damon Hill,Jordan Mugen Honda,10,DNF,0
