,Position,Driver,Car,Time,Laps
1,1,Mika Hakkinen,McLaren Mercedes,1:16.568,12
2,2,David Coulthard,McLaren Mercedes,1:16.715,12
16,3,Rubens Barrichello,Stewart Ford,1:17.305,11
3,4,Michael Schumacher,Ferrari,1:17.578,11
9,5,Giancarlo Fisichella,Benetton Playlife,1:17.810,12
4,6,Eddie Irvine,Ferrari,1:17.843,11
7,7,Damon Hill,Jordan Mugen Honda,1:17.884,11
8,8,Heinz-Harald Frentzen,Jordan Mugen Honda,1:17.902,11
10,9,Alexander Wurz,Benetton Playlife,1:18.334,12
17,10,Johnny Herbert,Stewart Ford,1:18.374,12
6,11,Ralf Schumacher,Williams Supertec,1:18.506,12
18,12,Olivier Panis,Prost Peugeot,1:18.636,12
19,13,Jarno Trulli,Prost Peugeot,1:18.684,12
11,14,Jean Alesi,Sauber Petronas,1:18.716,12
12,15,Pedro Diniz,Sauber Petronas,1:19.194,11
22,16,Jacques Villeneuve,BAR Supertec,1:19.377,12
5,17,Alessandro Zanardi,Williams Supertec,1:19.452,10
20,18,Stephane Sarrazin,Minardi Ford,1:20.016,12
14,19,Pedro de la Rosa,Arrows,1:20.075,11
15,20,Toranosuke Takagi,Arrows,1:20.096,12
21,21,Marc Gene,Minardi Ford,1:20.710,11
