,Position,Driver,Car,Time
16,1,Rene Arnoux,Renault,1:17.440
15,2,Jean-Pierre Jabouille,Renault,1:17.740
28,3,Carlos Reutemann,Williams Ford,1:17.810
27,4,Alan  Jones,Williams Ford,1:17.820
5,5,Nelson Piquet,Brabham Ford,1:17.850
26,6,Jacques Laffite,Ligier Ford,1:18.150
2,7,Gilles Villeneuve,Ferrari,1:18.400
23,8,Bruno Giacomelli,Alfa Romeo,1:18.520
7,9,John Watson,McLaren Ford,1:18.530
11,10,Mario Andretti,Lotus Ford,1:18.600
12,11,Elio de Angelis,Lotus Ford,1:18.740
1,12,Jody Scheckter,Ferrari,1:18.870
6,13,Hector Rebaque,Brabham Ford,1:18.890
29,14,Riccardo Patrese,Arrows Ford,1:18.900
25,15,Didier Pironi,Ligier Ford,1:18.940
43,16,Nigel Mansell,Lotus Ford,1:18.970
3,17,Jean-Pierre Jarier,Tyrrell Ford,1:18.980
8,18,Alain Prost,McLaren Ford,1:19.070
31,19,Eddie  Cheever,Osella Ford,1:19.380
9,20,Marc Surer,ATS Ford,1:19.440
20,21,Emerson Fittipaldi,Fittipaldi Ford,1:19.570
22,22,Vittorio Brambilla,Alfa Romeo,1:19.600
4,23,Derek Daly,Tyrrell Ford,1:19.680
41,24,Geoff Lees,Ensign Ford,1:19.720
