,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:13.809,36
5,2,Sebastian Vettel,Ferrari,+0.198s,28
77,3,Valtteri Bottas,Mercedes,+0.237s,21
7,4,Kimi Räikkönen,Ferrari,+0.421s,28
11,5,Sergio Perez,Force India Mercedes,+0.769s,34
31,6,Esteban Ocon,Force India Mercedes,+0.976s,35
33,7,Max Verstappen,Red Bull Racing TAG Heuer,+1.052s,19
19,8,Felipe Massa,Williams Mercedes,+1.297s,31
3,9,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.632s,23
26,10,Daniil Kvyat,Toro Rosso,+1.849s,26
2,11,Stoffel Vandoorne,McLaren Honda,+2.134s,29
20,12,Kevin Magnussen,Haas Ferrari,+2.424s,25
18,13,Lance Stroll,Williams Mercedes,+2.504s,36
8,14,Romain Grosjean,Haas Ferrari,+2.536s,18
27,15,Nico Hulkenberg,Renault,+2.664s,27
14,16,Fernando Alonso,McLaren Honda,+2.712s,13
9,17,Marcus Ericsson,Sauber Ferrari,+2.996s,24
30,18,Jolyon Palmer,Renault,+3.195s,26
94,19,Pascal Wehrlein,Sauber Ferrari,+3.797s,28
55,20,Carlos Sainz,Toro Rosso,,1
