,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,64,1:14.551,210.588,15:28:21
5,2,Sebastian Vettel,Ferrari,70,1:14.719,210.115,15:36:37
7,3,Kimi Räikkönen,Ferrari,59,1:15.388,208.250,15:22:38
14,4,Fernando Alonso,McLaren Honda,63,1:15.853,206.974,15:28:29
77,5,Valtteri Bottas,Mercedes,65,1:15.894,206.862,15:29:56
18,6,Lance Stroll,Williams Mercedes,64,1:15.979,206.630,15:29:45
27,7,Nico Hulkenberg,Renault,64,1:16.136,206.204,15:29:21
3,8,Daniel Ricciardo,Red Bull Racing TAG Heuer,67,1:16.165,206.126,15:32:46
31,9,Esteban Ocon,Force India Mercedes,68,1:16.247,205.904,15:34:08
20,10,Kevin Magnussen,Haas Ferrari,65,1:16.341,205.650,15:31:22
11,11,Sergio Perez,Force India Mercedes,62,1:16.367,205.580,15:26:24
30,12,Jolyon Palmer,Renault,64,1:16.704,204.677,15:30:04
26,13,Daniil Kvyat,Toro Rosso,33,1:16.713,204.653,14:49:41
2,14,Stoffel Vandoorne,McLaren Honda,69,1:16.774,204.491,15:36:50
8,15,Romain Grosjean,Haas Ferrari,58,1:16.949,204.026,15:22:17
9,16,Marcus Ericsson,Sauber Ferrari,50,1:16.995,203.904,15:12:04
94,17,Pascal Wehrlein,Sauber Ferrari,66,1:17.091,203.650,15:33:37
33,18,Max Verstappen,Red Bull Racing TAG Heuer,9,1:17.187,203.396,14:16:46
