,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:12.692,1:12.496,1:11.459,21
5,2,Sebastian Vettel,Ferrari,1:13.046,1:12.749,1:11.789,21
77,3,Valtteri Bottas,Mercedes,1:12.685,1:12.563,1:12.177,20
7,4,Kimi Räikkönen,Ferrari,1:13.548,1:12.580,1:12.252,23
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:13.177,1:12.751,1:12.403,26
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:13.543,1:12.810,1:12.557,28
19,7,Felipe Massa,Williams Mercedes,1:13.435,1:13.012,1:12.858,27
11,8,Sergio Perez,Force India Mercedes,1:13.470,1:13.262,1:13.018,22
31,9,Esteban Ocon,Force India Mercedes,1:13.520,1:13.320,1:13.135,22
27,10,Nico Hulkenberg,Renault,1:13.804,1:13.406,1:13.271,24
26,11,Daniil Kvyat,Toro Rosso,1:13.802,1:13.690,,18
14,12,Fernando Alonso,McLaren Honda,1:13.669,1:13.693,,18
55,13,Carlos Sainz,Toro Rosso,1:14.051,1:13.756,,19
8,14,Romain Grosjean,Haas Ferrari,1:13.780,1:13.839,,21
30,15,Jolyon Palmer,Renault,1:13.990,1:14.293,,20
2,16,Stoffel Vandoorne,McLaren Honda,1:14.182,,,11
18,17,Lance Stroll,Williams Mercedes,1:14.209,,,14
20,18,Kevin Magnussen,Haas Ferrari,1:14.318,,,11
9,19,Marcus Ericsson,Sauber Ferrari,1:14.495,,,11
94,20,Pascal Wehrlein,Sauber Ferrari,1:14.810,,,10
