,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,70,1:33:05.154,25
77,2,Valtteri Bottas,Mercedes,70,+19.783s,18
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,70,+35.297s,15
5,4,Sebastian Vettel,Ferrari,70,+35.907s,12
11,5,Sergio Perez,Force India Mercedes,70,+40.476s,10
31,6,Esteban Ocon,Force India Mercedes,70,+40.716s,8
7,7,Kimi Räikkönen,Ferrari,70,+58.632s,6
27,8,Nico Hulkenberg,Renault,70,+60.374s,4
18,9,Lance Stroll,Williams Mercedes,69,+1 lap,2
8,10,Romain Grosjean,Haas Ferrari,69,+1 lap,1
30,11,Jolyon Palmer,Renault,69,+1 lap,0
20,12,Kevin Magnussen,Haas Ferrari,69,+1 lap,0
9,13,Marcus Ericsson,Sauber Ferrari,69,+1 lap,0
2,14,Stoffel Vandoorne,McLaren Honda,69,+1 lap,0
94,15,Pascal Wehrlein,Sauber Ferrari,68,+2 laps,0
14,16,Fernando Alonso,McLaren Honda,66,DNF,0
26,NC,Daniil Kvyat,Toro Rosso,54,DNF,0
33,NC,Max Verstappen,Red Bull Racing TAG Heuer,10,DNF,0
19,NC,Felipe Massa,Williams Mercedes,0,DNF,0
55,NC,Carlos Sainz,Toro Rosso,0,DNF,0
