,Position,Driver,Car,Lap,Time,Avg Speed
7,1,Kimi Räikkönen,Lotus Renault,56,1:29.274,213.845
18,2,Jean-Eric Vergne,STR Ferrari,50,1:29.498,213.309
3,3,Fernando Alonso,Ferrari,53,1:29.560,213.162
2,4,Mark Webber,Red Bull Racing Renault,45,1:29.732,212.753
10,5,Lewis Hamilton,Mercedes,45,1:29.759,212.689
6,6,Sergio Perez,McLaren Mercedes,46,1:29.926,212.294
5,7,Jenson Button,McLaren Mercedes,41,1:30.198,211.654
4,8,Felipe Massa,Ferrari,38,1:30.239,211.558
8,9,Romain Grosjean,Lotus Renault,41,1:30.395,211.193
1,10,Sebastian Vettel,Red Bull Racing Renault,42,1:30.409,211.160
22,11,Jules Bianchi,Marussia Cosworth,52,1:30.454,211.055
17,12,Valtteri Bottas,Williams Renault,42,1:30.652,210.594
15,13,Adrian Sutil,Force India Mercedes,49,1:30.710,210.459
19,14,Daniel Ricciardo,STR Ferrari,33,1:30.881,210.063
14,15,Paul di Resta,Force India Mercedes,56,1:30.894,210.033
12,16,Esteban Gutierrez ,Sauber Ferrari,32,1:31.415,208.836
23,17,Max Chilton,Marussia Cosworth,49,1:32.210,207.036
9,18,Nico Rosberg,Mercedes,18,1:32.259,206.926
20,19,Charles Pic,Caterham Renault,55,1:32.261,206.921
21,20,Giedo van der Garde,Caterham Renault,39,1:32.636,206.084
16,21,Pastor Maldonado,Williams Renault,12,1:32.915,205.465
