,Position,Driver,Car,Laps,Time,Points
7,1,Kimi Räikkönen,Lotus Renault,58,1:30:03.225,25
3,2,Fernando Alonso,Ferrari,58,+12.451s,18
1,3,Sebastian Vettel,Red Bull Racing Renault,58,+22.346s,15
4,4,Felipe Massa,Ferrari,58,+33.577s,12
10,5,Lewis Hamilton,Mercedes,58,+45.561s,10
2,6,Mark Webber,Red Bull Racing Renault,58,+46.800s,8
15,7,Adrian Sutil,Force India Mercedes,58,+65.068s,6
14,8,Paul di Resta,Force India Mercedes,58,+68.449s,4
5,9,Jenson Button,McLaren Mercedes,58,+81.630s,2
8,10,Romain Grosjean,Lotus Renault,58,+82.759s,1
6,11,Sergio Perez,McLaren Mercedes,58,+83.367s,0
18,12,Jean-Eric Vergne,STR Ferrari,58,+83.857s,0
12,13,Esteban Gutierrez ,Sauber Ferrari,57,+1 lap,0
17,14,Valtteri Bottas,Williams Renault,57,+1 lap,0
22,15,Jules Bianchi,Marussia Cosworth,57,+1 lap,0
20,16,Charles Pic,Caterham Renault,56,+2 laps,0
23,17,Max Chilton,Marussia Cosworth,56,+2 laps,0
21,18,Giedo van der Garde,Caterham Renault,56,+2 laps,0
19,NC,Daniel Ricciardo,STR Ferrari,39,DNF,0
9,NC,Nico Rosberg,Mercedes,26,DNF,0
16,NC,Pastor Maldonado,Williams Renault,24,DNF,0
11,NC,Nico Hulkenberg,Sauber Ferrari,,DNS,0
