,Position,Driver,Car,Time
1,1,Sebastian Vettel,Red Bull Racing Renault,1:27.407
2,2,Mark Webber,Red Bull Racing Renault,1:27.827
10,3,Lewis Hamilton,Mercedes,1:28.087
4,4,Felipe Massa,Ferrari,1:28.490
3,5,Fernando Alonso,Ferrari,1:28.493
9,6,Nico Rosberg,Mercedes,1:28.523
7,7,Kimi Räikkönen,Lotus Renault,1:28.738
8,8,Romain Grosjean,Lotus Renault,1:29.013
14,9,Paul di Resta,Force India Mercedes,1:29.305
5,10,Jenson Button,McLaren Mercedes,1:30.357
11,11,Nico Hulkenberg,Sauber Ferrari,1:38.067
15,12,Adrian Sutil,Force India Mercedes,1:38.134
18,13,Jean-Eric Vergne,STR Ferrari,1:38.778
19,14,Daniel Ricciardo,STR Ferrari,1:39.042
6,15,Sergio Perez,McLaren Mercedes,1:39.900
17,16,Valtteri Bottas,Williams Renault,1:40.290
16,17,Pastor Maldonado,Williams Renault,1:47.614
12,18,Esteban Gutierrez ,Sauber Ferrari,1:47.776
22,19,Jules Bianchi,Marussia Cosworth,1:48.147
23,20,Max Chilton,Marussia Cosworth,1:48.909
21,21,Giedo van der Garde,Caterham Renault,1:49.519
20,22,Charles Pic,Caterham Renault,
