,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
6,1,Nico Rosberg,Mercedes,39,1:40.402,195.450,16:12:20
44,2,Lewis Hamilton,Mercedes,42,1:41.196,193.916,16:17:08
3,3,Daniel Ricciardo,Red Bull Racing Renault,39,1:41.473,193.387,16:12:25
14,4,Fernando Alonso,Ferrari,48,1:42.081,192.235,16:27:38
1,5,Sebastian Vettel,Red Bull Racing Renault,37,1:42.169,192.070,16:09:06
11,6,Sergio Perez,Force India Mercedes,32,1:42.228,191.959,16:00:58
21,7,Esteban Gutierrez ,Sauber Ferrari,42,1:42.257,191.904,16:19:14
7,8,Kimi Räikkönen,Ferrari,34,1:42.300,191.824,16:04:19
19,9,Felipe Massa,Williams Mercedes,34,1:42.379,191.676,16:05:20
27,10,Nico Hulkenberg,Force India Mercedes,33,1:42.624,191.218,16:02:19
77,11,Valtteri Bottas,Williams Mercedes,52,1:42.660,191.151,16:35:00
20,12,Kevin Magnussen,McLaren Mercedes,33,1:42.701,191.075,16:03:04
4,13,Max Chilton,Marussia Ferrari,50,1:42.875,190.751,16:34:14
25,14,Jean-Eric Vergne,STR Renault,34,1:42.896,190.712,16:04:46
13,15,Pastor Maldonado,Lotus Renault,34,1:43.067,190.396,16:04:58
10,16,Kamui Kobayashi,Caterham Renault,48,1:43.323,189.924,16:30:09
26,17,Daniil Kvyat,STR Renault,33,1:43.337,189.899,16:02:56
22,18,Jenson Button,McLaren Mercedes,30,1:43.375,189.829,15:57:45
9,19,Marcus Ericsson,Caterham Renault,30,1:43.620,189.380,15:58:43
8,20,Romain Grosjean,Lotus Renault,4,1:44.366,188.026,15:11:09
17,21,Jules Bianchi,Marussia Ferrari,36,1:44.825,187.203,16:08:57
99,22,Adrian Sutil,Sauber Ferrari,2,1:58.376,165.773,15:08:04
