,Position,Driver,Car,Time / Gap,Laps
3,1,Daniel Ricciardo,Red Bull Racing Renault,1:53.958,5
19,2,Felipe Massa,Williams Mercedes,+0.534s,5
8,3,Romain Grosjean,Lotus Renault,+0.556s,4
27,4,Nico Hulkenberg,Force India Mercedes,+1.074s,6
7,5,Kimi Räikkönen,Ferrari,+1.104s,4
13,6,Pastor Maldonado,Lotus Renault,+1.270s,12
26,7,Daniil Kvyat,STR Renault,+1.277s,7
77,8,Valtteri Bottas,Williams Mercedes,+1.423s,5
22,9,Jenson Button,McLaren Mercedes,+1.715s,4
11,10,Sergio Perez,Force India Mercedes,+2.061s,6
1,11,Sebastian Vettel,Red Bull Racing Renault,+2.275s,8
25,12,Jean-Eric Vergne,STR Renault,+2.422s,9
99,13,Adrian Sutil,Sauber Ferrari,+2.802s,8
4,14,Max Chilton,Marussia Ferrari,+2.883s,13
21,15,Esteban Gutierrez ,Sauber Ferrari,+3.510s,9
10,16,Kamui Kobayashi,Caterham Renault,+3.854s,12
17,17,Jules Bianchi,Marussia Ferrari,+4.018s,14
9,18,Marcus Ericsson,Caterham Renault,+5.549s,6
6,19,Nico Rosberg,Mercedes,,4
20,20,Kevin Magnussen,McLaren Mercedes,,3
14,21,Fernando Alonso,Ferrari,,1
44,22,Lewis Hamilton,Mercedes,,3
