,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,54,1:33:28.338,25
6,2,Nico Rosberg,Mercedes,54,+18.062s,18
14,3,Fernando Alonso,Ferrari,54,+23.604s,15
3,4,Daniel Ricciardo,Red Bull Racing Renault,54,+27.136s,12
1,5,Sebastian Vettel,Red Bull Racing Renault,54,+47.778s,10
27,6,Nico Hulkenberg,Force India Mercedes,54,+54.295s,8
77,7,Valtteri Bottas,Williams Mercedes,54,+55.697s,6
7,8,Kimi Räikkönen,Ferrari,54,+76.335s,4
11,9,Sergio Perez,Force India Mercedes,54,+82.647s,2
26,10,Daniil Kvyat,STR Renault,53,+1 lap,1
22,11,Jenson Button,McLaren Mercedes,53,+1 lap,0
25,12,Jean-Eric Vergne,STR Renault,53,+1 lap,0
20,13,Kevin Magnussen,McLaren Mercedes,53,+1 lap,0
13,14,Pastor Maldonado,Lotus Renault,53,+1 lap,0
19,15,Felipe Massa,Williams Mercedes,53,+1 lap,0
21,16,Esteban Gutierrez ,Sauber Ferrari,53,+1 lap,0
17,17,Jules Bianchi,Marussia Ferrari,53,+1 lap,0
10,18,Kamui Kobayashi,Caterham Renault,53,+1 lap,0
4,19,Max Chilton,Marussia Ferrari,52,+2 laps,0
9,20,Marcus Ericsson,Caterham Renault,52,+2 laps,0
8,NC,Romain Grosjean,Lotus Renault,28,DNF,0
99,NC,Adrian Sutil,Sauber Ferrari,5,DNF,0
