,Position,Driver,Car,Time
4,1,Mike  Parkes ,Ferrari,1:31.300
6,2,Ludovico Scarfiotti,Ferrari,1:31.600
22,3,Jim Clark,Lotus Climax,1:31.800
14,4,John Surtees,Cooper Maserati,1:31.900
2,5,Lorenzo Bandini,Ferrari,1:32.000
10,6,Jack Brabham,Brabham Climax,1:32.200
18,7,Richie Ginther,Honda,1:32.400
16,8,Jochen Rindt,Cooper Maserati,1:32.700
28,9,Jackie Stewart,BRM,1:32.810
12,10,Denny Hulme,Brabham Climax,1:32.840
26,11,Graham Hill,BRM,1:33.400
38,12,Jo Bonnier,Brabham Climax,1:33.700
24,13,Peter  Arundell ,Lotus Climax,1:34.100
42,14,Mike Spence,Lotus BRM,1:35.000
40,15,Bob Anderson,Brabham Climax,1:35.300
44,16,Giancarlo Baghetti,Lotus BRM,1:35.500
36,17,Jo Siffert,Cooper Maserati,1:36.300
48,18,Bob Bondurant,BRM,1:36.900
30,19,Dan Gurney,Eagle Climax,1:37.600
20,20,Giacomo Russo,Lotus Climax,1:39.300
