,Position,Driver,Car,Time / Gap,Laps
77,1,Valtteri Bottas,Mercedes,1:36.276,28
44,2,Lewis Hamilton,Mercedes,+0.203s,30
33,3,Max Verstappen,Red Bull Racing Honda,+0.770s,30
23,4,Alexander Albon,Red Bull Racing Honda,+0.987s,33
4,5,Lando Norris,McLaren Renault,+1.162s,29
31,6,Esteban Ocon,Renault,+1.229s,30
11,7,Sergio Perez,Racing Point BWT Mercedes,+1.230s,35
16,8,Charles Leclerc,Ferrari,+1.232s,31
3,9,Daniel Ricciardo,Renault,+1.232s,29
18,10,Lance Stroll,Racing Point BWT Mercedes,+1.284s,29
26,11,Daniil Kvyat,AlphaTauri Honda,+1.320s,32
55,12,Carlos Sainz,McLaren Renault,+1.340s,31
10,13,Pierre Gasly,AlphaTauri Honda,+1.624s,32
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.792s,28
5,15,Sebastian Vettel,Ferrari,+1.922s,32
20,16,Kevin Magnussen,Haas Ferrari,+2.228s,35
99,17,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.288s,31
63,18,George Russell,Williams Mercedes,+2.541s,24
51,19,Pietro Fittipaldi,Haas Ferrari,+2.751s,25
6,20,Nicholas Latifi,Williams Mercedes,+2.856s,31
