,Position,Driver,Car,Laps,Time,Points
33,1,Max Verstappen,Red Bull Racing Honda,55,1:36:28.645,25
77,2,Valtteri Bottas,Mercedes,55,+15.976s,18
44,3,Lewis Hamilton,Mercedes,55,+18.415s,15
23,4,Alexander Albon,Red Bull Racing Honda,55,+19.987s,12
4,5,Lando Norris,McLaren Renault,55,+60.729s,10
55,6,Carlos Sainz,McLaren Renault,55,+65.662s,8
3,7,Daniel Ricciardo,Renault,55,+73.748s,7
10,8,Pierre Gasly,AlphaTauri Honda,55,+89.718s,4
31,9,Esteban Ocon,Renault,55,+101.069s,2
18,10,Lance Stroll,Racing Point BWT Mercedes,55,+102.738s,1
26,11,Daniil Kvyat,AlphaTauri Honda,54,+1 lap,0
7,12,Kimi Räikkönen,Alfa Romeo Racing Ferrari,54,+1 lap,0
16,13,Charles Leclerc,Ferrari,54,+1 lap,0
5,14,Sebastian Vettel,Ferrari,54,+1 lap,0
63,15,George Russell,Williams Mercedes,54,+1 lap,0
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,54,+1 lap,0
6,17,Nicholas Latifi,Williams Mercedes,54,+1 lap,0
20,18,Kevin Magnussen,Haas Ferrari,54,+1 lap,0
51,19,Pietro Fittipaldi,Haas Ferrari,53,+2 laps,0
11,NC,Sergio Perez,Racing Point BWT Mercedes,8,DNF,0
