,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
3,1,Daniel Ricciardo,Renault,55,1:40.926,198.109,18:51:11
33,2,Max Verstappen,Red Bull Racing Honda,14,1:40.958,198.046,17:40:35
77,3,Valtteri Bottas,Mercedes,40,1:41.131,197.707,18:24:40
23,4,Alexander Albon,Red Bull Racing Honda,42,1:41.227,197.520,18:28:15
44,5,Lewis Hamilton,Mercedes,37,1:41.420,197.144,18:19:39
5,6,Sebastian Vettel,Ferrari,37,1:41.475,197.037,18:21:01
99,7,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,29,1:41.675,196.650,18:07:27
51,8,Pietro Fittipaldi,Haas Ferrari,50,1:41.707,196.588,18:44:58
18,9,Lance Stroll,Racing Point BWT Mercedes,41,1:41.866,196.281,18:27:32
16,10,Charles Leclerc,Ferrari,24,1:41.908,196.200,17:58:34
55,11,Carlos Sainz,McLaren Renault,48,1:41.947,196.125,18:39:06
4,12,Lando Norris,McLaren Renault,53,1:41.964,196.092,18:47:33
20,13,Kevin Magnussen,Haas Ferrari,50,1:41.999,196.025,18:44:39
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,53,1:42.148,195.739,18:48:18
10,15,Pierre Gasly,AlphaTauri Honda,53,1:42.474,195.116,18:48:01
6,16,Nicholas Latifi,Williams Mercedes,49,1:42.497,195.073,18:42:04
26,17,Daniil Kvyat,AlphaTauri Honda,47,1:42.704,194.679,18:37:55
31,18,Esteban Ocon,Renault,47,1:42.894,194.320,18:37:53
11,19,Sergio Perez,Racing Point BWT Mercedes,6,1:43.263,193.625,17:24:12
63,20,George Russell,Williams Mercedes,54,1:43.328,193.504,18:50:29
