,Position,Driver,Car,Time
33,1,Max Verstappen,Red Bull Racing Honda,1:35.246
77,2,Valtteri Bottas,Mercedes,1:35.271
44,3,Lewis Hamilton,Mercedes,1:35.332
4,4,Lando Norris,McLaren Renault,1:35.497
23,5,Alexander Albon,Red Bull Racing Honda,1:35.571
55,6,Carlos Sainz,McLaren Renault,1:35.815
26,7,Daniil Kvyat,AlphaTauri Honda,1:35.963
18,8,Lance Stroll,Racing Point BWT Mercedes,1:36.046
10,9,Pierre Gasly,AlphaTauri Honda,1:36.242
31,10,Esteban Ocon,Renault,1:36.359
3,11,Daniel Ricciardo,Renault,1:36.406
16,12,Charles Leclerc,Ferrari,1:36.065
5,13,Sebastian Vettel,Ferrari,1:36.631
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:38.248
7,15,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:37.555
63,16,George Russell,Williams Mercedes,1:38.045
51,17,Pietro Fittipaldi,Haas Ferrari,1:38.173
6,18,Nicholas Latifi,Williams Mercedes,1:38.443
11,19,Sergio Perez,Racing Point BWT Mercedes,
20,20,Kevin Magnussen,Haas Ferrari,1:37.863
