,Position,Driver,Car,Q1,Q2,Q3,Laps
33,1,Max Verstappen,Red Bull Racing Honda,1:35.993,1:35.641,1:35.246,19
77,2,Valtteri Bottas,Mercedes,1:35.699,1:35.527,1:35.271,18
44,3,Lewis Hamilton,Mercedes,1:35.528,1:35.466,1:35.332,20
4,4,Lando Norris,McLaren Renault,1:36.016,1:35.849,1:35.497,17
23,5,Alexander Albon,Red Bull Racing Honda,1:36.106,1:35.654,1:35.571,15
55,6,Carlos Sainz,McLaren Renault,1:36.517,1:36.192,1:35.815,14
26,7,Daniil Kvyat,AlphaTauri Honda,1:36.459,1:36.214,1:35.963,20
18,8,Lance Stroll,Racing Point BWT Mercedes,1:36.502,1:36.143,1:36.046,15
16,9,Charles Leclerc,Ferrari,1:35.881,1:35.932,1:36.065,20
10,10,Pierre Gasly,AlphaTauri Honda,1:36.545,1:36.282,1:36.242,20
31,11,Esteban Ocon,Renault,1:36.783,1:36.359,,12
3,12,Daniel Ricciardo,Renault,1:36.704,1:36.406,,9
5,13,Sebastian Vettel,Ferrari,1:36.655,1:36.631,,12
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:37.075,1:38.248,,12
11,15,Sergio Perez,Racing Point BWT Mercedes,1:36.034,DNS,,4
7,16,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:37.555,,,6
20,17,Kevin Magnussen,Haas Ferrari,1:37.863,,,9
63,18,George Russell,Williams Mercedes,1:38.045,,,8
51,19,Pietro Fittipaldi,Haas Ferrari,1:38.173,,,9
6,20,Nicholas Latifi,Williams Mercedes,1:38.443,,,7
