,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing Honda,1:37.378,26
77,2,Valtteri Bottas,Mercedes,+0.034s,32
31,3,Esteban Ocon,Renault,+1.137s,34
23,4,Alexander Albon,Red Bull Racing Honda,+1.169s,25
44,5,Lewis Hamilton,Mercedes,+1.366s,24
18,6,Lance Stroll,Racing Point BWT Mercedes,+1.453s,25
11,7,Sergio Perez,Racing Point BWT Mercedes,+1.578s,25
26,8,Daniil Kvyat,AlphaTauri Honda,+1.772s,27
10,9,Pierre Gasly,AlphaTauri Honda,+1.782s,30
7,10,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.821s,22
55,11,Carlos Sainz,McLaren Renault,+1.952s,27
16,12,Charles Leclerc,Ferrari,+1.966s,25
4,13,Lando Norris,McLaren Renault,+1.974s,28
5,14,Sebastian Vettel,Ferrari,+2.292s,19
88,15,Robert Kubica,Alfa Romeo Racing Ferrari,+2.527s,19
63,16,George Russell,Williams Mercedes,+3.068s,24
6,17,Nicholas Latifi,Williams Mercedes,+3.685s,27
50,18,Mick Schumacher,Haas Ferrari,+3.857s,23
51,19,Pietro Fittipaldi,Haas Ferrari,+6.691s,24
3,20,Daniel Ricciardo,Renault,,3
