,Position,Driver,Car,Lap,Time,Avg Speed
15,1,Sebastian Vettel,RBR Renault,38,1:47.263,235.070
6,2,Nick Heidfeld,Sauber BMW,35,1:47.371,234.834
5,3,Robert Kubica,Sauber BMW,41,1:47.664,234.195
4,4,Kimi Räikkönen,Ferrari,42,1:47.674,234.173
10,5,Timo Glock,Toyota,40,1:47.736,234.038
21,6,Giancarlo Fisichella,Force India Mercedes,43,1:47.737,234.036
12,7,Sebastien Buemi,STR Ferrari,42,1:47.763,233.980
16,8,Nico Rosberg,Williams Toyota,41,1:47.766,233.973
14,9,Mark Webber,RBR Renault,39,1:47.783,233.936
20,10,Adrian Sutil,Force India Mercedes,42,1:47.859,233.771
17,11,Kazuki Nakajima,Williams Toyota,42,1:48.205,233.024
23,12,Rubens Barrichello,Brawn Mercedes,37,1:48.257,232.912
2,13,Heikki Kovalainen,McLaren Mercedes,24,1:48.348,232.716
7,14,Fernando Alonso,Renault,23,1:48.634,232.104
3,15,Luca Badoer,Ferrari,41,1:49.803,229.633
9,16,Jarno Trulli,Toyota,16,1:50.029,229.161
