,Position,Driver,Car,Q1,Q2,Q3,Laps
21,1,Giancarlo Fisichella,Force India Mercedes,1:45.102,1:44.667,1:46.308,23
9,2,Jarno Trulli,Toyota,1:45.140,1:44.503,1:46.395,24
6,3,Nick Heidfeld,Sauber BMW,1:45.566,1:44.709,1:46.500,18
23,4,Rubens Barrichello,Brawn Mercedes,1:45.237,1:44.834,1:46.513,23
5,5,Robert Kubica,Sauber BMW,1:45.655,1:44.557,1:46.586,22
4,6,Kimi Räikkönen,Ferrari,1:45.579,1:44.953,1:46.633,21
10,7,Timo Glock,Toyota,1:45.450,1:44.877,1:46.677,21
15,8,Sebastian Vettel,RBR Renault,1:45.372,1:44.592,1:46.761,20
14,9,Mark Webber,RBR Renault,1:45.350,1:44.924,1:46.788,22
16,10,Nico Rosberg,Williams Toyota,1:45.486,1:45.047,1:47.362,20
20,11,Adrian Sutil,Force India Mercedes,1:45.239,1:45.119,,18
1,12,Lewis Hamilton,McLaren Mercedes,1:45.767,1:45.122,,16
7,13,Fernando Alonso,Renault,1:45.707,1:45.136,,16
22,14,Jenson Button,Brawn Mercedes,1:45.761,1:45.251,,18
2,15,Heikki Kovalainen,McLaren Mercedes,1:45.705,1:45.259,,19
12,16,Sebastien Buemi,STR Ferrari,1:45.951,,,7
11,17,Jaime Alguersuari,STR Ferrari,1:46.032,,,10
17,18,Kazuki Nakajima,Williams Toyota,1:46.307,,,10
8,19,Romain Grosjean,Renault,1:46.359,,,11
3,20,Luca Badoer,Ferrari,1:46.957,,,11
