,Position,Driver,Car,Laps,Time,Points
4,1,Kimi Räikkönen,Ferrari,44,1:23:50.995,10
21,2,Giancarlo Fisichella,Force India Mercedes,44,+0.939s,8
15,3,Sebastian Vettel,RBR Renault,44,+3.875s,6
5,4,Robert Kubica,Sauber BMW,44,+9.966s,5
6,5,Nick Heidfeld,Sauber BMW,44,+11.276s,4
2,6,Heikki Kovalainen,McLaren Mercedes,44,+32.763s,3
23,7,Rubens Barrichello,Brawn Mercedes,44,+35.461s,2
16,8,Nico Rosberg,Williams Toyota,44,+36.208s,1
14,9,Mark Webber,RBR Renault,44,+36.959s,0
10,10,Timo Glock,Toyota,44,+41.490s,0
20,11,Adrian Sutil,Force India Mercedes,44,+42.636s,0
12,12,Sebastien Buemi,STR Ferrari,44,+46.106s,0
17,13,Kazuki Nakajima,Williams Toyota,44,+54.241s,0
3,14,Luca Badoer,Ferrari,44,+102.177s,0
7,NC,Fernando Alonso,Renault,26,DNF,0
9,NC,Jarno Trulli,Toyota,21,DNF,0
1,NC,Lewis Hamilton,McLaren Mercedes,0,DNF,0
22,NC,Jenson Button,Brawn Mercedes,0,DNF,0
11,NC,Jaime Alguersuari,STR Ferrari,0,DNF,0
8,NC,Romain Grosjean,Renault,0,DNF,0
