,Position,Driver,Car,Time
15,1,Alain Prost,Renault,1:18.176
16,2,Rene Arnoux,Renault,1:18.255
5,3,Nelson Piquet,Brabham Ford,1:18.625
1,4,Alan  Jones,Williams Ford,1:18.672
2,5,Carlos Reutemann,Williams Ford,1:18.844
26,6,Jacques Laffite,Ligier Matra,1:19.018
22,7,Mario Andretti,Alfa Romeo,1:19.040
7,8,John Watson,McLaren Ford,1:19.312
11,9,Elio de Angelis,Lotus Ford,1:19.738
29,10,Riccardo Patrese,Arrows Ford,1:19.864
25,11,Patrick Tambay,Ligier Matra,1:19.979
28,12,Didier Pironi,Ferrari,1:20.248
8,13,Andrea de Cesaris,McLaren Ford,1:20.377
23,14,Bruno Giacomelli,Alfa Romeo,1:20.384
6,15,Hector Rebaque,Brabham Ford,1:20.547
27,16,Gilles Villeneuve,Ferrari,1:20.595
12,17,Nigel Mansell,Lotus Ford,1:20.663
32,18,Jean-Pierre Jarier,Osella Hart,1:21.086
17,19,Derek Daly,March Ford,1:21.391
33,20,Marc Surer,Theodore Ford,1:21.454
30,21,Siegfried Stohr,Arrows Ford,1:21.568
3,22,Eddie  Cheever,Tyrrell Ford,1:21.698
10,23,Slim Borgudd,ATS Ford,1:21.760
14,24,Eliseo Salazar,Ensign Ford,1:22.024
4,25,Michele Alboreto,Tyrrell Ford,1:22.030
