,Position,Driver,Car,Time
1,1,Sebastian Vettel,Red Bull Racing Renault,1:19.815
3,2,Lewis Hamilton,McLaren Mercedes,1:19.978
4,3,Jenson Button,McLaren Mercedes,1:20.024
6,4,Felipe Massa,Ferrari,1:20.350
5,5,Fernando Alonso,Ferrari,1:20.365
2,6,Mark Webber,Red Bull Racing Renault,1:20.474
8,7,Nico Rosberg,Mercedes,1:21.098
14,8,Adrian Sutil,Force India Mercedes,1:21.445
7,9,Michael Schumacher,Mercedes,1:21.907
17,10,Sergio Perez,Sauber Ferrari,
15,11,Paul di Resta,Force India Mercedes,1:22.256
10,12,Vitaly Petrov,Renault,1:22.284
16,13,Kamui Kobayashi,Sauber Ferrari,1:22.435
9,14,Nick Heidfeld,Renault,1:22.470
11,15,Rubens Barrichello,Williams Cosworth,1:22.684
19,16,Jaime Alguersuari,STR Ferrari,1:22.979
12,17,Pastor Maldonado,Williams Cosworth,
20,18,Heikki Kovalainen,Lotus Renault,1:24.362
21,19,Jarno Trulli,Lotus Renault,1:24.534
24,20,Timo Glock,Virgin Cosworth,1:26.294
23,21,Vitantonio Liuzzi,HRT Cosworth,1:26.323
22,22,Daniel Ricciardo,HRT Cosworth,1:26.479
18,23,Sebastien Buemi,STR Ferrari,1:24.070
25,24,Jerome d'Ambrosio,Virgin Cosworth,1:26.510
