,Position,Driver,Car,Time / Gap,Laps
3,1,Lewis Hamilton,McLaren Mercedes,1:21.018,29
5,2,Fernando Alonso,Ferrari,+0.241s,40
4,3,Jenson Button,McLaren Mercedes,+0.304s,34
2,4,Mark Webber,Red Bull Racing Renault,+0.490s,35
1,5,Sebastian Vettel,Red Bull Racing Renault,+0.531s,31
6,6,Felipe Massa,Ferrari,+1.081s,40
8,7,Nico Rosberg,Mercedes,+1.103s,36
7,8,Michael Schumacher,Mercedes,+1.422s,36
15,9,Paul di Resta,Force India Mercedes,+1.817s,40
14,10,Adrian Sutil,Force India Mercedes,+1.963s,37
16,11,Kamui Kobayashi,Sauber Ferrari,+2.012s,34
17,12,Sergio Perez,Sauber Ferrari,+2.381s,37
11,13,Rubens Barrichello,Williams Cosworth,+2.661s,34
9,14,Nick Heidfeld,Renault,+2.843s,28
12,15,Pastor Maldonado,Williams Cosworth,+3.163s,39
19,16,Jaime Alguersuari,STR Ferrari,+3.164s,26
10,17,Vitaly Petrov,Renault,+3.528s,21
18,18,Sebastien Buemi,STR Ferrari,+3.860s,35
21,19,Jarno Trulli,Lotus Renault,+3.976s,38
20,20,Heikki Kovalainen,Lotus Renault,+4.429s,39
24,21,Timo Glock,Virgin Cosworth,+5.805s,33
25,22,Jerome d'Ambrosio,Virgin Cosworth,+6.243s,28
22,23,Daniel Ricciardo,HRT Cosworth,+6.712s,31
23,24,Vitantonio Liuzzi,HRT Cosworth,+7.237s,25
