,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Felipe Massa,Ferrari,61,1:23.415,189.073
3,2,Lewis Hamilton,McLaren Mercedes,61,1:23.661,188.517
5,3,Fernando Alonso,Ferrari,62,1:23.711,188.405
2,4,Mark Webber,Red Bull Racing Renault,61,1:23.718,188.389
1,5,Sebastian Vettel,Red Bull Racing Renault,70,1:23.875,188.036
4,6,Jenson Button,McLaren Mercedes,58,1:23.937,187.898
16,7,Kamui Kobayashi,Sauber Ferrari,65,1:24.664,186.284
10,8,Vitaly Petrov,Renault,68,1:24.664,186.284
8,9,Nico Rosberg,Mercedes,64,1:24.857,185.860
17,10,Sergio Perez,Sauber Ferrari,67,1:24.999,185.550
11,11,Rubens Barrichello,Williams Cosworth,65,1:25.018,185.508
14,12,Adrian Sutil,Force India Mercedes,66,1:25.579,184.292
12,13,Pastor Maldonado,Williams Cosworth,56,1:25.724,183.981
15,14,Paul di Resta,Force India Mercedes,65,1:25.935,183.529
18,15,Sebastien Buemi,STR Ferrari,65,1:25.977,183.439
19,16,Jaime Alguersuari,STR Ferrari,68,1:26.025,183.337
20,17,Heikki Kovalainen,Lotus Renault,54,1:27.149,180.972
24,18,Timo Glock,Virgin Cosworth,59,1:28.022,179.177
22,19,Daniel Ricciardo,HRT Cosworth,62,1:28.876,177.456
25,20,Jerome d'Ambrosio,Virgin Cosworth,58,1:29.068,177.073
23,21,Vitantonio Liuzzi,HRT Cosworth,53,1:29.208,176.795
7,22,Michael Schumacher,Mercedes,19,1:29.781,175.667
9,23,Nick Heidfeld,Renault,19,1:30.826,173.646
21,24,Jarno Trulli,Lotus Renault,16,1:35.252,165.577
