,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:21.168,17
5,2,Fernando Alonso,Ferrari,+0.301s,13
4,3,Jenson Button,McLaren Mercedes,+0.471s,14
2,4,Mark Webber,Red Bull Racing Renault,+0.477s,18
6,5,Felipe Massa,Ferrari,+0.834s,14
8,6,Nico Rosberg,Mercedes,+1.366s,22
3,7,Lewis Hamilton,McLaren Mercedes,+1.499s,14
7,8,Michael Schumacher,Mercedes,+1.869s,19
10,9,Vitaly Petrov,Renault,+2.007s,19
15,10,Paul di Resta,Force India Mercedes,+2.108s,18
9,11,Nick Heidfeld,Renault,+2.113s,13
17,12,Sergio Perez,Sauber Ferrari,+2.207s,18
16,13,Kamui Kobayashi,Sauber Ferrari,+2.458s,25
11,14,Rubens Barrichello,Williams Cosworth,+2.495s,17
12,15,Pastor Maldonado,Williams Cosworth,+2.726s,17
14,16,Adrian Sutil,Force India Mercedes,+2.798s,18
19,17,Jaime Alguersuari,STR Ferrari,+2.830s,15
18,18,Sebastien Buemi,STR Ferrari,+3.893s,19
21,19,Jarno Trulli,Lotus Renault,+3.973s,20
20,20,Heikki Kovalainen,Lotus Renault,+4.333s,20
25,21,Jerome d'Ambrosio,Virgin Cosworth,+5.787s,20
22,22,Daniel Ricciardo,HRT Cosworth,+5.823s,19
24,23,Timo Glock,Virgin Cosworth,+6.006s,16
23,24,Vitantonio Liuzzi,HRT Cosworth,+6.545s,20
