,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:21.740,1:21.095,1:19.815,14
3,2,Lewis Hamilton,McLaren Mercedes,1:21.636,1:21.105,1:19.978,12
4,3,Jenson Button,McLaren Mercedes,1:22.038,1:20.578,1:20.024,15
6,4,Felipe Massa,Ferrari,1:22.130,1:21.099,1:20.350,15
5,5,Fernando Alonso,Ferrari,1:21.578,1:20.262,1:20.365,15
2,6,Mark Webber,Red Bull Racing Renault,1:22.208,1:20.890,1:20.474,16
8,7,Nico Rosberg,Mercedes,1:22.996,1:21.243,1:21.098,12
14,8,Adrian Sutil,Force India Mercedes,1:22.237,1:22.000,1:21.445,19
7,9,Michael Schumacher,Mercedes,1:22.876,1:21.852,1:21.907,17
17,10,Sergio Perez,Sauber Ferrari,1:23.067,1:22.157,DNS,16
15,11,Paul di Resta,Force India Mercedes,1:22.976,1:22.256,,13
10,12,Vitaly Petrov,Renault,1:23.070,1:22.284,,14
16,13,Kamui Kobayashi,Sauber Ferrari,1:23.278,1:22.435,,16
9,14,Nick Heidfeld,Renault,1:23.024,1:22.470,,14
11,15,Rubens Barrichello,Williams Cosworth,1:23.075,1:22.684,,16
19,16,Jaime Alguersuari,STR Ferrari,1:23.285,1:22.979,,10
12,17,Pastor Maldonado,Williams Cosworth,1:23.847,,,9
18,18,Sebastien Buemi,STR Ferrari,1:24.070,,,9
20,19,Heikki Kovalainen,Lotus Renault,1:24.362,,,8
21,20,Jarno Trulli,Lotus Renault,1:24.534,,,7
24,21,Timo Glock,Virgin Cosworth,1:26.294,,,10
23,22,Vitantonio Liuzzi,HRT Cosworth,1:26.323,,,11
22,23,Daniel Ricciardo,HRT Cosworth,1:26.479,,,11
25,24,Jerome d'Ambrosio,Virgin Cosworth,1:26.510,,,8
