,Position,Driver,Car,Laps,Time,Points
5,1,Ralf Schumacher,Williams BMW,56,1:34:12.912,10
6,2,Juan Pablo Montoya,Williams BMW,56,+39.700s,6
1,3,Michael Schumacher,Ferrari,56,+61.795s,4
15,4,Jenson Button,Renault,56,+69.767s,3
7,5,Nick Heidfeld,Sauber Petronas,55,+1 lap,2
8,6,Felipe Massa,Sauber Petronas,55,+1 lap,1
25,7,Allan McNish,Toyota,55,+1 lap,0
11,8,Jacques Villeneuve,BAR Honda,55,+1 lap,0
10,9,Takuma Sato,Jordan Honda,54,+2 laps,0
17,10,Pedro de la Rosa,Jaguar Cosworth,54,+2 laps,0
20,11,Heinz-Harald Frentzen,Arrows Cosworth,54,+2 laps,0
24,12,Mika Salo,Toyota,53,+3 laps,0
9,13,Giancarlo Fisichella,Jordan Honda,53,+3 laps,0
2,NC,Rubens Barrichello,Ferrari,39,DNF,0
23,NC,Mark Webber,Minardi Asiatech,34,DNF,0
16,NC,Eddie Irvine,Jaguar Cosworth,30,DNF,0
22,NC,Alex Yoong,Minardi Asiatech,29,DNF,0
4,NC,Kimi Räikkönen,McLaren Mercedes,24,DNF,0
21,NC,Enrique Bernoldi,Arrows Cosworth,20,DNF,0
3,NC,David Coulthard,McLaren Mercedes,15,DNF,0
12,NC,Olivier Panis,BAR Honda,9,DNF,0
14,NC,Jarno Trulli,Renault,9,DNF,0
