,Position,Driver,Car,Time / Gap,Laps
4,1,Kimi Räikkönen,McLaren Mercedes,1:37.399,26
3,2,David Coulthard,McLaren Mercedes,+0.639s,18
1,3,Michael Schumacher,Ferrari,+1.091s,36
5,4,Ralf Schumacher,Williams BMW,+1.251s,40
24,5,Mika Salo,Toyota,+1.667s,36
6,6,Juan Pablo Montoya,Williams BMW,+1.759s,35
2,7,Rubens Barrichello,Ferrari,+1.880s,25
15,8,Jenson Button,Renault,+2.315s,32
14,9,Jarno Trulli,Renault,+2.375s,23
7,10,Nick Heidfeld,Sauber Petronas,+2.490s,34
25,11,Allan McNish,Toyota,+2.583s,28
17,12,Pedro de la Rosa,Jaguar Cosworth,+2.748s,36
20,13,Heinz-Harald Frentzen,Arrows Cosworth,+3.177s,27
9,14,Giancarlo Fisichella,Jordan Honda,+3.416s,39
21,15,Enrique Bernoldi,Arrows Cosworth,+3.696s,19
10,16,Takuma Sato,Jordan Honda,+3.712s,44
11,17,Jacques Villeneuve,BAR Honda,+4.062s,25
12,18,Olivier Panis,BAR Honda,+4.074s,27
22,19,Alex Yoong,Minardi Asiatech,+4.406s,38
16,20,Eddie Irvine,Jaguar Cosworth,+4.458s,29
8,21,Felipe Massa,Sauber Petronas,+4.518s,22
23,22,Mark Webber,Minardi Asiatech,+7.184s,6
