,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Sebastian Vettel,Red Bull Racing Renault,54,1:39.856,198.754
8,2,Romain Grosjean,Lotus Renault,52,1:40.445,197.588
17,3,Valtteri Bottas,Williams Renault,54,1:40.492,197.496
2,4,Mark Webber,Red Bull Racing Renault,52,1:40.591,197.301
10,5,Lewis Hamilton,Mercedes,50,1:40.818,196.857
11,6,Nico Hulkenberg,Sauber Ferrari,54,1:40.952,196.596
7,7,Heikki Kovalainen,Lotus Renault,52,1:41.028,196.448
9,8,Nico Rosberg,Mercedes,51,1:41.133,196.244
14,9,Paul di Resta,Force India Mercedes,54,1:41.148,196.215
3,10,Fernando Alonso,Ferrari,52,1:41.186,196.141
4,11,Felipe Massa,Ferrari,53,1:41.209,196.097
5,12,Jenson Button,McLaren Mercedes,50,1:41.285,195.950
18,13,Jean-Eric Vergne,STR Ferrari,52,1:41.320,195.882
12,14,Esteban Gutierrez ,Sauber Ferrari,51,1:41.401,195.725
6,15,Sergio Perez,McLaren Mercedes,47,1:41.830,194.901
19,16,Daniel Ricciardo,STR Ferrari,45,1:42.119,194.349
16,17,Pastor Maldonado,Williams Renault,42,1:43.058,192.578
22,18,Jules Bianchi,Marussia Cosworth,45,1:43.419,191.906
23,19,Max Chilton,Marussia Cosworth,48,1:43.775,191.248
21,20,Giedo van der Garde,Caterham Renault,45,1:43.933,190.957
20,21,Charles Pic,Caterham Renault,48,1:43.968,190.893
