,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:36.733,14
2,2,Mark Webber,Red Bull Racing Renault,+0.203s,20
10,3,Lewis Hamilton,Mercedes,+0.331s,22
11,4,Nico Hulkenberg,Sauber Ferrari,+0.539s,20
8,5,Romain Grosjean,Lotus Renault,+0.612s,20
5,6,Jenson Button,McLaren Mercedes,+0.801s,18
9,7,Nico Rosberg,Mercedes,+0.845s,24
6,8,Sergio Perez,McLaren Mercedes,+0.850s,19
17,9,Valtteri Bottas,Williams Renault,+1.014s,17
15,10,Adrian Sutil,Force India Mercedes,+1.015s,21
3,11,Fernando Alonso,Ferrari,+1.030s,16
12,12,Esteban Gutierrez ,Sauber Ferrari,+1.041s,18
7,13,Heikki Kovalainen,Lotus Renault,+1.146s,21
16,14,Pastor Maldonado,Williams Renault,+1.289s,16
19,15,Daniel Ricciardo,STR Ferrari,+1.376s,23
14,16,Paul di Resta,Force India Mercedes,+1.542s,22
4,17,Felipe Massa,Ferrari,+1.675s,17
18,18,Jean-Eric Vergne,STR Ferrari,+1.903s,21
20,19,Charles Pic,Caterham Renault,+2.845s,19
21,20,Giedo van der Garde,Caterham Renault,+3.323s,21
22,21,Jules Bianchi,Marussia Cosworth,+4.092s,21
23,22,Max Chilton,Marussia Cosworth,+4.560s,18
