,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:38.516,1:37.065,1:36.338,12
2,2,Mark Webber,Red Bull Racing Renault,1:38.161,1:37.312,1:36.441,14
8,3,Romain Grosjean,Lotus Renault,1:38.676,1:37.523,1:37.155,17
11,4,Nico Hulkenberg,Sauber Ferrari,1:38.339,1:37.828,1:37.296,20
10,5,Lewis Hamilton,Mercedes,1:37.959,1:37.854,1:37.345,20
3,6,Fernando Alonso,Ferrari,1:38.929,1:37.368,1:37.376,19
6,7,Sergio Perez,McLaren Mercedes,1:38.367,1:38.040,1:37.452,21
7,8,Heikki Kovalainen,Lotus Renault,1:38.375,1:38.078,1:37.715,21
17,9,Valtteri Bottas,Williams Renault,1:37.821,1:37.439,1:37.836,24
12,10,Esteban Gutierrez ,Sauber Ferrari,1:38.082,1:38.031,1:38.034,20
19,11,Daniel Ricciardo,STR Ferrari,1:38.882,1:38.131,,18
14,12,Paul di Resta,Force India Mercedes,1:38.894,1:38.139,,18
5,13,Jenson Button,McLaren Mercedes,1:38.588,1:38.217,,16
9,14,Nico Rosberg,Mercedes,1:38.743,1:38.364,,19
4,15,Felipe Massa,Ferrari,1:39.094,1:38.592,,17
18,16,Jean-Eric Vergne,STR Ferrari,1:38.880,1:38.696,,15
15,17,Adrian Sutil,Force India Mercedes,1:39.250,,,10
16,18,Pastor Maldonado,Williams Renault,1:39.351,,,11
21,19,Giedo van der Garde,Caterham Renault,1:40.491,,,10
22,20,Jules Bianchi,Marussia Cosworth,1:40.528,,,11
20,21,Charles Pic,Caterham Renault,1:40.596,,,10
23,22,Max Chilton,Marussia Cosworth,1:41.401,,,10
