,Position,Driver,Car,Time / Gap,Laps
3,1,Fernando Alonso,Ferrari,1:38.343,16
5,2,Jenson Button,McLaren Mercedes,+0.028s,25
17,3,Valtteri Bottas,Williams Renault,+0.045s,17
12,4,Esteban Gutierrez ,Sauber Ferrari,+0.189s,18
9,5,Nico Rosberg,Mercedes,+0.314s,21
10,6,Lewis Hamilton,Mercedes,+0.636s,21
4,7,Felipe Massa,Ferrari,+0.662s,17
2,8,Mark Webber,Red Bull Racing Renault,+0.740s,17
11,9,Nico Hulkenberg,Sauber Ferrari,+0.815s,17
16,10,Pastor Maldonado,Williams Renault,+0.857s,15
8,11,Romain Grosjean,Lotus Renault,+0.895s,13
6,12,Sergio Perez,McLaren Mercedes,+0.913s,17
7,13,Heikki Kovalainen,Lotus Renault,+1.144s,18
15,14,Adrian Sutil,Force India Mercedes,+1.356s,15
14,15,Paul di Resta,Force India Mercedes,+1.493s,15
19,16,Daniel Ricciardo,STR Ferrari,+1.520s,19
18,17,Daniil Kvyat,STR Ferrari,+1.722s,20
1,18,Sebastian Vettel,Red Bull Racing Renault,+2.319s,21
21,19,Alexander Rossi,Caterham Renault,+3.056s,21
23,20,Max Chilton,Marussia Cosworth,+3.262s,19
20,21,Charles Pic,Caterham Renault,+3.711s,19
22,22,Rodolfo Gonzalez ,Marussia Cosworth,+5.373s,17
