,Position,Driver,Car,Time / Gap,Laps
3,1,Michael Schumacher,Ferrari,1:43.532,36
5,2,Heinz-Harald Frentzen,Jordan Mugen Honda,+0.043s,28
1,3,Mika Hakkinen,McLaren Mercedes,+0.588s,27
4,4,Rubens Barrichello,Ferrari,+0.596s,29
2,5,David Coulthard,McLaren Mercedes,+0.847s,29
6,6,Jarno Trulli,Jordan Mugen Honda,+0.989s,17
23,7,Ricardo Zonta,BAR Honda,+1.374s,35
22,8,Jacques Villeneuve,BAR Honda,+1.453s,25
11,9,Giancarlo Fisichella,Benetton Playlife,+1.516s,37
17,10,Mika Salo,Sauber Petronas,+1.562s,30
15,11,Nick Heidfeld,Prost Peugeot,+1.697s,24
18,12,Pedro de la Rosa,Arrows Supertec,+1.901s,33
14,13,Jean Alesi,Prost Peugeot,+1.988s,21
9,14,Ralf Schumacher,Williams BMW,+2.010s,26
8,15,Johnny Herbert,Jaguar Cosworth,+2.132s,16
10,16,Jenson Button,Williams BMW,+2.259s,33
16,17,Pedro Diniz,Sauber Petronas,+2.352s,34
7,18,Eddie Irvine,Jaguar Cosworth,+2.369s,27
12,19,Alexander Wurz,Benetton Playlife,+3.041s,33
20,20,Marc Gene,Minardi Fondmetal,+3.463s,27
19,21,Jos Verstappen,Arrows Supertec,+3.468s,20
21,22,Gaston Mazzacane,Minardi Fondmetal,+4.530s,10
