,Position,Driver,Car,Time
2,1,David Coulthard,McLaren Mercedes,1:45.697
3,2,Michael Schumacher,Ferrari,1:47.063
11,3,Giancarlo Fisichella,Benetton Playlife,1:47.130
1,4,Mika Hakkinen,McLaren Mercedes,1:47.162
18,5,Pedro de la Rosa,Arrows Supertec,1:47.786
6,6,Jarno Trulli,Jordan Mugen Honda,1:47.833
12,7,Alexander Wurz,Benetton Playlife,1:48.037
8,8,Johnny Herbert,Jaguar Cosworth,1:48.078
22,9,Jacques Villeneuve,BAR Honda,1:48.121
7,10,Eddie Irvine,Jaguar Cosworth,1:48.305
19,11,Jos Verstappen,Arrows Supertec,1:48.321
23,12,Ricardo Zonta,BAR Honda,1:48.665
15,13,Nick Heidfeld,Prost Peugeot,1:48.690
9,14,Ralf Schumacher,Williams BMW,1:48.841
17,15,Mika Salo,Sauber Petronas,1:49.204
10,16,Jenson Button,Williams BMW,1:49.215
5,17,Heinz-Harald Frentzen,Jordan Mugen Honda,1:49.280
4,18,Rubens Barrichello,Ferrari,1:49.544
16,19,Pedro Diniz,Sauber Petronas,1:49.936
14,20,Jean Alesi,Prost Peugeot,1:50.289
21,21,Gaston Mazzacane,Minardi Fondmetal,1:51.611
20,22,Marc Gene,Minardi Fondmetal,1:53.094
