,Position,Driver,Car,Lap,Time,Avg Speed
4,1,Rubens Barrichello,Ferrari,20,1:44.300,235.570
2,2,David Coulthard,McLaren Mercedes,24,1:44.579,234.942
5,3,Heinz-Harald Frentzen,Jordan Mugen Honda,20,1:44.614,234.863
1,4,Mika Hakkinen,McLaren Mercedes,23,1:44.698,234.674
6,5,Jarno Trulli,Jordan Mugen Honda,30,1:45.754,232.331
18,6,Pedro de la Rosa,Arrows Supertec,21,1:46.243,231.262
22,7,Jacques Villeneuve,BAR Honda,24,1:46.374,230.977
16,8,Pedro Diniz,Sauber Petronas,24,1:46.639,230.403
9,9,Ralf Schumacher,Williams BMW,24,1:46.685,230.304
14,10,Jean Alesi,Prost Peugeot,23,1:47.001,229.624
10,11,Jenson Button,Williams BMW,23,1:47.073,229.469
17,12,Mika Salo,Sauber Petronas,32,1:47.129,229.349
15,13,Nick Heidfeld,Prost Peugeot,23,1:47.140,229.326
19,14,Jos Verstappen,Arrows Supertec,25,1:47.156,229.291
20,15,Marc Gene,Minardi Fondmetal,33,1:47.158,229.287
23,16,Ricardo Zonta,BAR Honda,33,1:47.248,229.095
12,17,Alexander Wurz,Benetton Playlife,23,1:47.269,229.050
8,18,Johnny Herbert,Jaguar Cosworth,9,1:47.332,228.915
21,19,Gaston Mazzacane,Minardi Fondmetal,22,1:47.448,228.668
7,20,Eddie Irvine,Jaguar Cosworth,18,1:47.570,228.409
