,Position,Driver,Car,Time
26,1,Jacques Laffite,Ligier Matra,1:13.754
1,2,Alan  Jones,Williams Ford,1:14.024
2,3,Carlos Reutemann,Williams Ford,1:14.342
7,4,John Watson,McLaren Ford,1:14.657
15,5,Alain Prost,Renault,1:14.669
23,6,Bruno Giacomelli,Alfa Romeo,1:14.897
27,7,Gilles Villeneuve,Ferrari,1:14.987
22,8,Mario Andretti,Alfa Romeo,1:15.159
5,9,Nelson Piquet,Brabham Ford,1:15.355
11,10,Elio de Angelis,Lotus Ford,1:15.399
12,11,Nigel Mansell,Lotus Ford,1:15.562
29,12,Riccardo Patrese,Arrows Ford,1:15.627
28,13,Didier Pironi,Ferrari,1:15.715
8,14,Andrea de Cesaris,McLaren Ford,1:15.850
20,15,Keke Rosberg,Fittipaldi Ford,1:15.924
33,16,Patrick Tambay,Theodore Ford,1:16.355
16,17,Rene Arnoux,Renault,1:16.406
6,18,Hector Rebaque,Brabham Ford,1:16.527
25,19,Jean-Pierre Jabouille,Ligier Matra,1:16.559
3,20,Eddie  Cheever,Tyrrell Ford,1:16.641
21,21,Chico Serra,Fittipaldi Ford,1:16.782
17,22,Derek Daly,March Ford,1:16.979
30,23,Siegfried Stohr,Arrows Ford,1:17.294
14,24,Eliseo Salazar,Ensign Ford,1:17.822
