,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Michael Schumacher,Ferrari,34,1:28.214,216.414
4,2,David Coulthard,McLaren Mercedes,40,1:28.838,214.894
2,3,Rubens Barrichello,Ferrari,33,1:29.060,214.358
6,4,Juan Pablo Montoya,Williams BMW,40,1:29.606,213.052
3,5,Mika Hakkinen,McLaren Mercedes,25,1:29.612,213.038
9,6,Olivier Panis,BAR Honda,36,1:30.199,211.652
17,7,Kimi Räikkönen,Sauber Petronas,35,1:30.229,211.581
11,8,Heinz-Harald Frentzen,Jordan Honda,35,1:30.266,211.494
16,9,Nick Heidfeld,Sauber Petronas,35,1:30.317,211.375
12,10,Jarno Trulli,Jordan Honda,29,1:30.432,211.106
19,11,Luciano Burti,Jaguar Cosworth,31,1:30.903,210.012
22,12,Jean Alesi,Prost Acer,31,1:31.030,209.719
18,13,Eddie Irvine,Jaguar Cosworth,29,1:31.267,209.175
14,14,Jos Verstappen,Arrows Asiatech,56,1:31.999,207.510
8,15,Jenson Button,Benetton Renault,24,1:32.001,207.506
21,16,Fernando Alonso,Minardi European,56,1:32.043,207.411
7,17,Giancarlo Fisichella,Benetton Renault,23,1:32.407,206.594
5,18,Ralf Schumacher,Williams BMW,3,1:34.406,202.220
10,19,Jacques Villeneuve,BAR Honda,3,1:34.432,202.164
15,20,Enrique Bernoldi,Arrows Asiatech,2,1:36.689,197.445
20,21,Tarso Marques,Minardi European,2,1:38.249,194.310
