,Position,Driver,Car,Time
1,1,Jack Brabham,Brabham Repco,1:28.300
2,2,Denny Hulme,Brabham Repco,1:28.900
7,3,Jim Clark,Lotus Climax,1:29.000
4,4,Pedro Rodriguez,Cooper Maserati,1:29.100
17,5,John Love,Cooper Climax,1:29.500
11,6,John Surtees,Honda,1:29.600
3,7,Jochen Rindt,Cooper Maserati,1:30.200
19,8,Dave Charlton,Brabham Climax,1:30.200
5,9,Jackie Stewart,BRM,1:30.300
14,10,Bob Anderson,Brabham Climax,1:30.600
9,11,Dan Gurney,Eagle Climax,1:30.700
15,12,Jo Bonnier,Cooper Maserati,1:31.800
6,13,Mike Spence,BRM,1:32.100
18,14,Sam Tingle,LDS Climax,1:32.400
8,15,Graham Hill,Lotus Climax,1:32.600
12,16,Jo Siffert,Cooper Maserati,1:32.800
20,17,Luki  Botha ,Brabham Climax,1:33.100
16,18,Piers   Courage,Lotus BRM,1:33.800
