,Position,Driver,Car,Laps,Time,Points
4,1,Pedro Rodriguez,Cooper Maserati,80,2:05:45.900,9
17,2,John Love,Cooper Climax,80,+26.400s,6
11,3,John Surtees,Honda,79,+1 lap,4
2,4,Denny Hulme,Brabham Repco,78,+2 laps,3
14,5,Bob Anderson,Brabham Climax,78,+2 laps,2
1,6,Jack Brabham,Brabham Repco,76,+4 laps,1
19,NC,Dave Charlton,Brabham Climax,63,+17 laps,0
20,NC,Luki  Botha ,Brabham Climax,60,+20 laps,0
18,NC,Sam Tingle,LDS Climax,56,DNF,0
16,NC,Piers   Courage,Lotus BRM,51,DNF,0
9,NC,Dan Gurney,Eagle Climax,44,DNF,0
12,NC,Jo Siffert,Cooper Maserati,41,DNF,0
3,NC,Jochen Rindt,Cooper Maserati,38,DNF,0
6,NC,Mike Spence,BRM,31,DNF,0
15,NC,Jo Bonnier,Cooper Maserati,30,DNF,0
7,NC,Jim Clark,Lotus BRM,22,DNF,0
8,NC,Graham Hill,Lotus BRM,6,DNF,0
5,NC,Jackie Stewart,BRM,2,DNF,0
