,Position,Driver,Car,Lap,Time,Avg Speed
7,1,Michael Schumacher,Mercedes,57,1:18.725,209.163
5,2,Fernando Alonso,Ferrari,66,1:19.044,208.319
8,3,Nico Rosberg,Mercedes,59,1:19.105,208.158
14,4,Kamui Kobayashi,Sauber Ferrari,61,1:19.161,208.011
6,5,Felipe Massa,Ferrari,67,1:19.225,207.843
15,6,Sergio Perez,Sauber Ferrari,62,1:19.270,207.725
12,7,Nico Hulkenberg,Force India Mercedes,56,1:19.372,207.458
1,8,Sebastian Vettel,Red Bull Racing Renault,67,1:19.469,207.205
9,9,Kimi Räikkönen,Lotus Renault,56,1:19.485,207.163
18,10,Pastor Maldonado,Williams Renault,59,1:19.607,206.846
17,11,Jean-Eric Vergne,STR Ferrari,59,1:19.645,206.747
11,12,Paul di Resta,Force India Mercedes,67,1:19.717,206.560
3,13,Jenson Button,McLaren Mercedes,62,1:19.719,206.555
2,14,Mark Webber,Red Bull Racing Renault,59,1:19.794,206.361
19,15,Bruno Senna,Williams Renault,62,1:19.894,206.103
21,16,Vitaly Petrov,Caterham Renault,62,1:19.997,205.837
10,17,Romain Grosjean,Lotus Renault,60,1:20.013,205.796
16,18,Daniel Ricciardo,STR Ferrari,44,1:20.066,205.660
4,19,Lewis Hamilton,McLaren Mercedes,34,1:20.091,205.596
20,20,Heikki Kovalainen,Caterham Renault,61,1:20.596,204.307
25,21,Charles Pic,Marussia Cosworth,45,1:21.753,201.416
23,22,Narain Karthikeyan,HRT Cosworth,55,1:21.788,201.330
22,23,Pedro de la Rosa,HRT Cosworth,51,1:22.407,199.817
24,24,Timo Glock,Marussia Cosworth,54,1:22.778,198.922
