,Position,Driver,Car,Time / Gap,Laps
18,1,Pastor Maldonado,Williams Renault,1:27.476,14
8,2,Nico Rosberg,Mercedes,+0.088s,24
1,3,Sebastian Vettel,Red Bull Racing Renault,+0.426s,24
15,4,Sergio Perez,Sauber Ferrari,+0.926s,26
10,5,Romain Grosjean,Lotus Renault,+0.944s,20
12,6,Nico Hulkenberg,Force India Mercedes,+1.019s,22
16,7,Daniel Ricciardo,STR Ferrari,+1.037s,23
3,8,Jenson Button,McLaren Mercedes,+1.040s,16
2,9,Mark Webber,Red Bull Racing Renault,+1.401s,21
9,10,Kimi Räikkönen,Lotus Renault,+1.851s,22
17,11,Jean-Eric Vergne,STR Ferrari,+1.888s,26
6,12,Felipe Massa,Ferrari,+2.243s,15
14,13,Kamui Kobayashi,Sauber Ferrari,+2.309s,24
25,14,Charles Pic,Marussia Cosworth,+2.614s,19
24,15,Timo Glock,Marussia Cosworth,+2.744s,16
19,16,Bruno Senna,Williams Renault,+2.815s,22
20,17,Heikki Kovalainen,Caterham Renault,+2.855s,27
11,18,Paul di Resta,Force India Mercedes,+2.961s,14
4,19,Lewis Hamilton,McLaren Mercedes,+3.141s,16
5,20,Fernando Alonso,Ferrari,+3.731s,20
21,21,Vitaly Petrov,Caterham Renault,+4.765s,22
23,22,Narain Karthikeyan,HRT Cosworth,+4.873s,17
7,23,Michael Schumacher,Mercedes,+5.301s,18
22,24,Pedro de la Rosa,HRT Cosworth,+15.090s,8
