,Position,Driver,Car,Laps,Time,Points
5,1,Fernando Alonso,Ferrari,67,1:31:05.862,25
3,2,Jenson Button,McLaren Mercedes,67,+6.949s,18
9,3,Kimi Räikkönen,Lotus Renault,67,+16.409s,15
14,4,Kamui Kobayashi,Sauber Ferrari,67,+21.925s,12
1,5,Sebastian Vettel,Red Bull Racing Renault,67,+23.732s,10
15,6,Sergio Perez,Sauber Ferrari,67,+27.896s,8
7,7,Michael Schumacher,Mercedes,67,+28.970s,6
2,8,Mark Webber,Red Bull Racing Renault,67,+46.941s,4
12,9,Nico Hulkenberg,Force India Mercedes,67,+48.162s,2
8,10,Nico Rosberg,Mercedes,67,+48.889s,1
11,11,Paul di Resta,Force India Mercedes,67,+59.227s,0
6,12,Felipe Massa,Ferrari,67,+71.428s,0
16,13,Daniel Ricciardo,STR Ferrari,67,+76.829s,0
17,14,Jean-Eric Vergne,STR Ferrari,67,+76.965s,0
18,15,Pastor Maldonado,Williams Renault,66,+1 lap,0
21,16,Vitaly Petrov,Caterham Renault,66,+1 lap,0
19,17,Bruno Senna,Williams Renault,66,+1 lap,0
10,18,Romain Grosjean,Lotus Renault,66,+1 lap,0
20,19,Heikki Kovalainen,Caterham Renault,65,+2 laps,0
25,20,Charles Pic,Marussia Cosworth,65,+2 laps,0
22,21,Pedro de la Rosa,HRT Cosworth,64,+3 laps,0
24,22,Timo Glock,Marussia Cosworth,64,+3 laps,0
23,23,Narain Karthikeyan,HRT Cosworth,64,+3 laps,0
4,NC,Lewis Hamilton,McLaren Mercedes,56,DNF,0
